"nav_date","net_asset","last_val","sell_price","buy_price","sell_swap_price","buy_swap_price"
"2019-09-11","1836965.69","10.0287","0.0","0.0","0.0","0.0"
"2019-09-12","1843831.09","10.0662","0.0","0.0","0.0","0.0"
"2019-09-13","1838175.19","10.0353","0.0","0.0","0.0","0.0"
"2019-09-16","1828189.32","9.9808","0.0","0.0","0.0","0.0"
"2019-09-17","1841178.36","10.0517","10.0518","10.0517","10.0518","10.0517"
"2019-09-18","1863553.23","10.0645","10.0646","10.0645","10.0646","10.0645"
"2019-09-19","1884846.2","10.0928","10.0929","10.0928","10.0929","10.0928"
"2019-09-20","3103705.61","10.0604","10.0605","10.0604","10.0605","10.0604"
"2019-09-23","3147097.17","10.0585","10.0586","10.0585","10.0586","10.0585"
"2019-09-24","3142135.88","10.0267","10.0268","10.0267","10.0268","10.0267"
"2019-09-25","3147037.63","10.0264","10.0265","10.0264","10.0265","10.0264"
"2019-09-26","3179187.24","10.0516","10.0517","10.0516","10.0517","10.0516"
"2019-09-30","3201950.98","10.0682","10.0683","10.0682","10.0683","10.0682"
"2019-10-01","3338489.04","9.992","0.0","0.0","0.0","0.0"
"2019-10-02","3287001.97","9.8379","9.838","9.8379","9.838","9.8379"
"2019-10-03","3398203.38","9.8792","9.8793","9.8792","9.8793","9.8792"
"2019-10-04","3445782.86","10.0028","10.0029","10.0028","10.0029","10.0028"
"2019-10-07","3464245.21","9.9926","0.0","0.0","0.0","0.0"
"2019-10-08","3434492.13","9.9067","9.9068","9.9067","9.9068","9.9067"
"2019-10-09","3480320.06","9.9719","9.972","9.9719","9.972","9.9719"
"2019-10-10","3556015.03","10.0055","10.0056","10.0055","10.0056","10.0055"
"2019-10-11","3640389.82","10.0952","10.0953","10.0952","10.0953","10.0952"
"2019-10-15","3589419.16","10.1308","10.1309","10.1308","10.1309","10.1308"
"2019-10-16","3583965.63","10.1126","10.1127","10.1126","10.1127","10.1126"
"2019-10-17","3845521.83","10.1298","10.1299","10.1298","10.1299","10.1298"
"2019-10-18","3847421.9","10.1046","10.1047","10.1046","10.1047","10.1046"
"2019-10-21","3878510.24","10.1336","10.1337","10.1336","10.1337","10.1336"
"2019-10-22","4124721.77","10.0925","10.0926","10.0925","10.0926","10.0925"
"2019-10-31","4964698.11","10.2469","10.247","10.2469","10.247","10.2469"
"2019-11-06","6191084.55","10.2575","10.2576","10.2575","10.2576","10.2575"
"2019-11-07","6220457.46","10.2895","10.2896","10.2895","10.2896","10.2895"
"2019-11-18","8407530.16","10.3913","10.3914","10.3913","10.3914","10.3913"
"2019-11-21","10717323.12","10.3327","10.3328","10.3327","10.3328","10.3327"
"2019-11-25","11578514.29","10.4063","10.4064","10.4063","10.4064","10.4063"
"2019-11-28","12804210.21","10.4492","0.0","0.0","0.0","0.0"
"2019-11-29","12780249.89","10.4297","10.4298","10.4297","10.4298","10.4297"
"2019-12-02","13419288.14","10.3302","10.3303","10.3302","10.3303","10.3302"
"2019-12-03","14442078.3","10.2796","10.2797","10.2796","10.2797","10.2796"
"2019-12-04","14976677.64","10.3234","10.3235","10.3234","10.3235","10.3234"
"2019-12-06","15503722.76","10.3939","10.394","10.3939","10.394","10.3939"
"2019-12-09","16041323.96","10.3733","10.3734","10.3733","10.3734","10.3733"
"2019-12-12","16963737.92","10.4339","10.434","10.4339","10.434","10.4339"
"2019-12-13","17234435.82","10.4401","10.4402","10.4401","10.4402","10.4401"
"2019-12-17","18500570.61","10.4942","10.4943","10.4942","10.4943","10.4942"
"2019-12-18","18965845.02","10.4778","10.4779","10.4778","10.4779","10.4778"
"2019-12-19","19917561.53","10.5205","10.5206","10.5205","10.5206","10.5205"
"2019-12-20","21392487.21","10.5634","10.5635","10.5634","10.5635","10.5634"
"2019-12-23","22217029.19","10.5427","10.5428","10.5427","10.5428","10.5427"
"2019-12-24","23354285.24","10.5514","10.5515","10.5514","10.5515","10.5514"
"2019-12-25","23645748.71","10.5508","0.0","0.0","0.0","0.0"
"2019-12-26","23646860.88","10.5513","0.0","0.0","0.0","0.0"
"2019-12-27","23766596.83","10.6047","10.6048","10.6047","10.6048","10.6047"
"2019-12-30","29765802.36","10.5534","10.5535","10.5534","10.5535","10.5534"
"2020-01-02","33372905.96","10.6456","10.6457","10.6456","10.6457","10.6456"
"2020-01-03","33447072.41","10.6143","10.6144","10.6143","10.6144","10.6143"
"2020-01-06","33555110.54","10.631","10.6311","10.631","10.6311","10.631"
"2020-01-09","33228280.76","10.6926","10.6927","10.6926","10.6927","10.6926"
"2020-01-10","34194578.79","10.6727","10.6728","10.6727","10.6728","10.6727"
"2020-01-13","34337569.48","10.7086","10.7087","10.7086","10.7087","10.7086"
"2020-01-14","34452861.06","10.7377","10.7378","10.7377","10.7378","10.7377"
"2020-01-16","35516883.98","10.8414","10.8415","10.8414","10.8415","10.8414"
"2020-01-17","35945507.28","10.8762","10.8763","10.8762","10.8763","10.8762"
"2020-01-20","35945231.06","10.8728","0.0","0.0","0.0","0.0"
"2020-01-21","35884074.98","10.8543","10.8544","10.8543","10.8544","10.8543"
"2020-01-22","37101258.17","10.8497","10.8498","10.8497","10.8498","10.8497"
"2020-01-23","37420628.62","10.8499","10.85","10.8499","10.85","10.8499"
"2020-01-24","37576493.9","10.8004","10.8005","10.8004","10.8005","10.8004"
"2020-01-28","37944184.93","10.723","10.7231","10.723","10.7231","10.723"
"2020-01-31","37723316.86","10.5813","10.5814","10.5813","10.5814","10.5813"
"2020-02-04","38205810.45","10.7487","10.7488","10.7487","10.7488","10.7487"
"2020-02-05","38537779.84","10.8318","10.8319","10.8318","10.8319","10.8318"
"2020-02-06","38690640.03","10.8754","10.8755","10.8754","10.8755","10.8754"
"2020-02-07","38740967.54","10.8223","10.8224","10.8223","10.8224","10.8223"
"2020-02-11","38908444.81","10.8607","10.8608","10.8607","10.8608","10.8607"
"2020-02-12","39015217.31","10.8823","10.8824","10.8823","10.8824","10.8823"
"2020-02-13","39031321.68","10.8793","10.8794","10.8793","10.8794","10.8793"
"2020-02-14","39833907.51","10.8909","10.891","10.8909","10.891","10.8909"
"2020-02-17","39873492.2","10.8946","0.0","0.0","0.0","0.0"
"2020-02-18","39793007.3","10.8726","10.8727","10.8726","10.8727","10.8726"
"2020-02-19","40182249.01","10.8966","10.8967","10.8966","10.8967","10.8966"
"2020-02-20","40023574.72","10.8563","10.8564","10.8563","10.8564","10.8563"
"2020-02-21","39832794.72","10.7978","10.7979","10.7978","10.7979","10.7978"
"2020-02-24","38177787.49","10.4586","10.4587","10.4586","10.4587","10.4586"
"2020-02-25","37095956.45","10.2107","10.2108","10.2107","10.2108","10.2107"
"2020-02-26","37259670.23","10.2202","10.2203","10.2202","10.2203","10.2202"
"2020-02-27","35155758.88","9.8468","9.8469","9.8468","9.8469","9.8468"
"2020-02-28","34745013.88","9.7192","9.7193","9.7192","9.7193","9.7192"
"2020-03-02","35447748.51","10.0472","10.0473","10.0472","10.0473","10.0472"
"2020-03-03","33464138.96","9.8736","9.8737","9.8736","9.8737","9.8736"
"2020-03-04","34647103.17","10.1998","10.1999","10.1998","10.1999","10.1998"
"2020-03-05","33878593.71","9.973","9.9731","9.973","9.9731","9.973"
"2020-03-06","33303420.12","9.8053","9.8054","9.8053","9.8054","9.8053"
"2020-03-09","31185212.99","9.1878","9.1879","9.1878","9.1879","9.1878"
"2020-03-10","32296554.84","9.4453","9.4454","9.4453","9.4454","9.4453"
"2020-03-11","31028397.12","9.0648","9.0649","9.0648","9.0649","9.0648"
"2020-03-12","28150473.75","8.218","8.2181","8.218","8.2181","8.218"
"2020-03-13","30663072.01","8.7635","8.7636","8.7635","8.7636","8.7635"
"2020-03-16","27168479.09","7.8587","7.8588","7.8587","7.8588","7.8587"
"2020-03-17","28587132.85","8.2621","8.2622","8.2621","8.2622","8.2621"
"2020-03-18","26983774.53","7.801","7.8011","7.801","7.8011","7.801"
"2020-03-19","26957574.13","7.8507","7.8508","7.8507","7.8508","7.8507"
"2020-03-20","26227776.7","7.6433","7.6434","7.6433","7.6434","7.6433"
"2020-03-24","27734779.24","8.0614","8.0615","8.0614","8.0615","8.0614"
"2020-03-25","28352713.72","8.2084","8.2085","8.2084","8.2085","8.2084"
"2020-03-26","29912113.89","8.655","8.6551","8.655","8.6551","8.655"
"2020-03-27","29524564.04","8.4587","8.4588","8.4587","8.4588","8.4587"
"2020-03-30","30229847.84","8.6604","8.6605","8.6604","8.6605","8.6604"
"2020-03-31","29715243.12","8.5854","8.5855","8.5854","8.5855","8.5854"
"2020-04-01","29069545.18","8.396","8.3961","8.396","8.3961","8.396"
"2020-04-02","29426797.65","8.4969","8.497","8.4969","8.497","8.4969"
"2020-04-03","28994504.18","8.3686","8.3687","8.3686","8.3687","8.3686"
"2020-04-07","30243497.31","8.7434","8.7435","8.7434","8.7435","8.7434"
"2020-04-08","30800938.12","8.9174","8.9175","8.9174","8.9175","8.9174"
"2020-04-09","31130217.91","9.0114","9.0115","9.0114","9.0115","9.0114"
"2020-04-10","31141220.75","9.0111","0.0","0.0","0.0","0.0"
"2020-04-13","31103807.35","9.0003","0.0","0.0","0.0","0.0"
"2020-04-14","31542458.86","9.1272","9.1273","9.1272","9.1273","9.1272"
"2020-04-15","29953851.04","8.9412","8.9413","8.9412","8.9413","8.9412"
"2020-04-16","30212533.33","9.0034","9.0035","9.0034","9.0035","9.0034"
"2020-04-17","30611760.25","9.1738","9.1739","9.1738","9.1739","9.1738"
"2020-04-20","30249235.24","9.0565","9.0566","9.0565","9.0566","9.0565"
"2020-04-21","29743876.22","8.8474","8.8475","8.8474","8.8475","8.8474"
"2020-04-22","30286717.98","8.9947","8.9948","8.9947","8.9948","8.9947"
"2020-04-23","30101292.79","8.9386","8.9387","8.9386","8.9387","8.9386"
"2020-04-24","30432501.41","9.0369","9.037","9.0369","9.037","9.0369"
"2020-04-27","30842661.05","9.1545","9.1546","9.1545","9.1546","9.1545"
"2020-04-28","30926307.39","9.1728","9.1729","9.1728","9.1729","9.1728"
"2020-04-29","31241060.84","9.268","9.2681","9.268","9.2681","9.268"
"2020-04-30","30914884.14","9.1396","9.1397","9.1396","9.1397","9.1396"
"2020-05-05","30781231.05","9.0927","9.0928","9.0927","9.0928","9.0927"
"2020-05-07","31070703.66","9.1403","9.1404","9.1403","9.1404","9.1403"
"2020-05-08","31418066.38","9.2366","9.2367","9.2366","9.2367","9.2366"
"2020-05-11","31323844.96","9.2364","9.2365","9.2364","9.2365","9.2364"
"2020-05-12","30961958.38","9.1224","9.1225","9.1224","9.1225","9.1224"
"2020-05-13","30684528.97","9.0152","9.0153","9.0152","9.0153","9.0152"
"2020-05-14","30681573.56","9.0134","9.0135","9.0134","9.0135","9.0134"
"2020-05-15","30785668.08","9.0343","9.0344","9.0343","9.0344","9.0343"
"2020-05-18","31440865.9","9.2251","9.2252","9.2251","9.2252","9.2251"
"2020-05-19","31500807.51","9.157","9.1571","9.157","9.1571","9.157"
"2020-05-20","31972120.94","9.2911","9.2912","9.2911","9.2912","9.2911"
"2020-05-21","32144319.53","9.2905","0.0","0.0","0.0","0.0"
"2020-05-22","32046443.04","9.2622","9.2623","9.2622","9.2623","9.2622"
"2020-05-25","32057234.35","9.2646","0.0","0.0","0.0","0.0"
"2020-05-26","32489778.93","9.3897","9.3898","9.3897","9.3898","9.3897"
"2020-05-27","33068703.85","9.4749","9.475","9.4749","9.475","9.4749"
"2020-05-28","33241903.56","9.5239","9.524","9.5239","9.524","9.5239"
"2020-05-29","33421305.32","9.5742","9.5743","9.5742","9.5743","9.5742"
"2020-06-01","33416236.18","9.5696","0.0","0.0","0.0","0.0"
"2020-06-02","33727810.43","9.6588","9.6589","9.6588","9.6589","9.6588"
"2020-06-04","33863636.26","9.6966","9.6967","9.6966","9.6967","9.6966"
"2020-06-05","34366612.05","9.8015","9.8016","9.8015","9.8016","9.8015"
"2020-06-08","34545256.89","9.8535","9.8536","9.8535","9.8536","9.8535"
"2020-06-09","34376467.99","9.801","9.8011","9.801","9.8011","9.801"
