"nav_date","net_asset","last_val","sell_price","buy_price","sell_swap_price","buy_swap_price"
"2020-04-09","26060226.55","10.0175","0.0","0.0","0.0","0.0"
"2020-04-10","28925017.75","10.15","0.0","0.0","0.0","0.0"
"2020-04-13","32658468.46","10.2365","0.0","0.0","0.0","0.0"
"2020-04-14","36455366.66","10.4124","0.0","0.0","0.0","0.0"
"2020-04-15","38803077.84","10.2302","0.0","0.0","0.0","0.0"
"2020-04-16","41718461.58","9.9282","0.0","0.0","0.0","0.0"
"2020-04-17","46886787.77","10.2692","0.0","0.0","0.0","0.0"
"2020-04-20","50164707.13","10.5128","0.0","0.0","0.0","0.0"
"2020-04-21","51479473.13","10.3969","0.0","0.0","0.0","0.0"
"2020-04-22","56120724.06","10.47","0.0","0.0","0.0","0.0"
"2020-04-23","61620472.45","10.5536","0.0","0.0","0.0","0.0"
"2020-04-24","62944618.29","10.425","0.0","0.0","0.0","0.0"
"2020-04-27","67129424.32","10.4898","0.0","0.0","0.0","0.0"
"2020-04-28","72196713.55","10.5608","0.0","0.0","0.0","0.0"
"2020-04-29","75341958.82","10.6264","0.0","0.0","0.0","0.0"
"2020-04-30","79510562.47","10.7854","0.0","0.0","0.0","0.0"
"2020-05-05","81234488.81","10.5889","0.0","0.0","0.0","0.0"
"2020-05-07","87548211.37","10.4245","0.0","0.0","0.0","0.0"
"2020-05-08","95109666.46","10.4954","0.0","0.0","0.0","0.0"
"2020-05-11","101426828.83","10.6762","0.0","0.0","0.0","0.0"
"2020-05-12","104508781.97","10.7776","0.0","0.0","0.0","0.0"
"2020-05-13","105768829.71","10.7279","0.0","0.0","0.0","0.0"
"2020-05-14","106117614.03","10.5933","0.0","0.0","0.0","0.0"
"2020-05-15","110448485.5","10.5937","0.0","0.0","0.0","0.0"
"2020-05-18","113986163.5","10.653","0.0","0.0","0.0","0.0"
"2020-05-19","118860934.66","10.8486","0.0","0.0","0.0","0.0"
"2020-05-20","122157188.71","10.9498","0.0","0.0","0.0","0.0"
"2020-05-21","124191137.91","10.9368","0.0","0.0","0.0","0.0"
"2020-05-22","125439010.35","10.8006","0.0","0.0","0.0","0.0"
"2020-05-25","134375459.75","10.946","0.0","0.0","0.0","0.0"
"2020-05-26","139011080.49","11.0716","0.0","0.0","0.0","0.0"
"2020-05-27","143055690.95","11.1483","0.0","0.0","0.0","0.0"
"2020-05-28","145307352.2","11.0896","0.0","0.0","0.0","0.0"
"2020-05-29","150009925.6","11.1505","0.0","0.0","0.0","0.0"
"2020-06-01","155225561.95","11.2255","0.0","0.0","0.0","0.0"
"2020-06-02","163113680.68","11.4005","0.0","0.0","0.0","0.0"
"2020-06-04","171627654.2","11.7148","0.0","0.0","0.0","0.0"
"2020-06-05","180454842.53","11.9134","0.0","0.0","0.0","0.0"
"2020-06-08","189550133.59","11.914","0.0","0.0","0.0","0.0"
"2020-06-09","192984862.19","11.6631","0.0","0.0","0.0","0.0"
"2020-06-10","203564481.85","11.7515","0.0","0.0","0.0","0.0"
"2020-06-11","206156219.65","11.5641","0.0","0.0","0.0","0.0"
"2020-06-12","216959972.56","11.4465","0.0","0.0","0.0","0.0"
"2020-06-15","236265465.99","11.1034","0.0","0.0","0.0","0.0"
"2020-06-16","261800952.11","11.3257","0.0","0.0","0.0","0.0"
"2020-06-17","270617368.62","11.4001","0.0","0.0","0.0","0.0"
"2020-06-18","277660460.08","11.3642","0.0","0.0","0.0","0.0"
"2020-06-19","284471429.92","11.3502","0.0","0.0","0.0","0.0"
"2020-06-22","289802407.19","11.1852","0.0","0.0","0.0","0.0"
"2020-06-23","317095701.13","11.2193","0.0","0.0","0.0","0.0"
"2020-06-24","326140868.71","11.0251","0.0","0.0","0.0","0.0"
"2020-06-25","345978795.53","10.9664","0.0","0.0","0.0","0.0"
"2020-06-26","411395122.03","11.0056","0.0","0.0","0.0","0.0"
"2020-06-29","451751035.28","11.0005","0.0","0.0","0.0","0.0"
"2020-06-30","562700022.75","11.0709","0.0","0.0","0.0","0.0"
"2020-07-01","705648212.92","11.1558","0.0","0.0","0.0","0.0"
"2020-07-02","719194392.41","11.3699","0.0","0.0","0.0","0.0"
"2020-07-03","717233778.6","11.3389","0.0","0.0","0.0","0.0"
"2020-07-07","716818353.05","11.3323","0.0","0.0","0.0","0.0"
"2020-07-08","711164004.77","11.243","0.0","0.0","0.0","0.0"
"2020-07-09","712376770.64","11.2621","0.0","0.0","0.0","0.0"
"2020-07-10","703767539.63","11.126","0.0","0.0","0.0","0.0"
"2020-07-13","699373643.64","11.0566","0.0","0.0","0.0","0.0"
"2020-07-14","698826649.55","11.0479","0.0","0.0","0.0","0.0"
"2020-07-15","706007634.17","11.1614","0.0","0.0","0.0","0.0"
"2020-07-16","701748124.78","11.0941","0.0","0.0","0.0","0.0"
"2020-07-17","707631696.67","11.1871","0.0","0.0","0.0","0.0"
"2020-07-20","706666336.17","11.1718","0.0","0.0","0.0","0.0"
"2020-07-21","715879673.17","11.3175","0.0","0.0","0.0","0.0"
"2020-07-22","704409837.56","11.1362","0.0","0.0","0.0","0.0"
"2020-07-23","705862679.42","11.1591","0.0","0.0","0.0","0.0"
"2020-07-24","695801985.8","11.0001","0.0","0.0","0.0","0.0"
"2020-07-29","693780835.73","10.9681","0.0","0.0","0.0","0.0"
"2020-07-30","681943976.79","10.781","0.0","0.0","0.0","0.0"
"2020-07-31","688750994.15","10.8886","0.0","0.0","0.0","0.0"
"2020-08-03","684720896.99","10.8249","0.0","0.0","0.0","0.0"
"2020-08-04","690507829.31","10.9164","0.0","0.0","0.0","0.0"
"2020-08-05","693784568.49","10.9682","0.0","0.0","0.0","0.0"
