"proj_id","risk_spectrum","spec_code"
"M0003_2555","","SPF"
"M0003_2557","","SPF"
"M0004_2554","","SPF"
"M0009_2553","","FED"
"M0009_2556","","SPF"
"M0010_2559","","SPF"
"M0012_2564","",""
"M0012_2566","","FED"
"M0016_2554","","SPF"
"M0020_2553","","FIF"
"M0020_2565","",""
"M0021_2557","","SPF"
"M0023_2540","",""
"M0024_2540","",""
"M0025_2554","","SPF"
"M0025_2564","",""
"M0026_2554","","SPF"
"M0027_2553","","FIF"
"M0027_2554","","SPF"
"M0028_2541","","SPF"
"M0028_2553","","FED"
"M0028_2556","","SPF"
"M0031_2556","","SPF"
"M0032_2555","","SPF"
"M0034_2558","","SPF"
"M0035_2560","",""
"M0037_2552","","FED"
"M0037_2561","RS4",""
"M0038_2554","","SPF"
"M0039_2563","",""
"M0041_2551","","FIF"
"M0041_2565","",""
"M0042_2557","","SPF"
"M0042_2564","",""
"M0044_2557","","SPF"
"M0046_2554","","SPF"
"M0047_2561","RS4",""
"M0048_2551","","SPF"
"M0049_2551","","SPF"
"M0050_2551","","SPF"
"M0051_2551","","SPF"
"M0052_2551","","SPF"
"M0053_2551","","SPF"
"M0053_2553","","FIF"
"M0053_2555","","SPF"
"M0054_2551","","SPF"
"M0055_2551","","SPF"
"M0056_2556","","SPF"
"M0056_2563","",""
"M0057_2561","","FED"
"M0057_2562","RS4",""
"M0058_2547","",""
"M0060_2564","","FED"
"M0060_2565","",""
"M0063_2555","","SPF"
"M0064_2556","","SPF"
"M0064_2558","","FIF,SPF"
"M0065_2555","","SPF"
"M0066_2544","RS5",""
"M0066_2557","","FIF,SPF"
"M0066_2558","","SPF"
"M0066_2565","",""
"M0067_2544","",""
"M0067_2563","",""
"M0068_2545","RS6",""
"M0070_2553","","FIF"
"M0070_2556","","SPF"
"M0071_2560","","FED"
"M0072_2547","",""
"M0073_2541","",""
"M0073_2545","","FIF"
"M0073_2565","",""
"M0074_2563","","FED"
"M0075_2559","","FED,SE"
"M0075_2564","","FED"
"M0076_2541","",""
"M0076_2561","","FED,RMF"
"M0077_2556","","SPF"
"M0077_2561","","RMF"
"M0077_2563","",""
"M0079_2551","","FIF,SPF"
"M0079_2557","","SPF"
"M0080_2556","","SPF"
"M0081_2550","",""
"M0081_2551","","FIF,SPF"
"M0081_2561","","RMF"
"M0081_2563","",""
