"proj_id","risk_spectrum","spec_code"
"M0063_2552","","SPF"
"M0073_2551","","SPF"
"M0103_2551","","CPF"
"M0104_2551","","CPF"
"M0142_2551","","SPF"
"M0143_2551","","SPF"
"M0171_2552","","SPF"
"M0173_2551","","FIF,SPF"
"M0181_2552","","FIF,SPF"
"M0189_2552","","SPF"
"M0221_2551","","FIF,SPF"
"M0222_2551","","FIF,SPF"
"M0223_2551","","FIF"
"M0236_2552","","FIF,SPF"
"M0265_2551","","FIF,SPF"
"M0266_2551","","FIF,SPF"
"M0268_2551","","FIF,SPF"
"M0308_2551","","FED,FF,FIF"
"M0383_2550","","SPF"
"M0464_2550","","FED,FF,FIF"
"M0470_2551","","CPF"
"M0479_2551","","CPF"
"M0488_2551","","CPF"
"M0508_2550","","FED,FF,FIF"
"M0509_2550","","FED,FF,FIF"
"M0524_2551","","FED,FF,FIF"
"M0632_2551","","SPF"
"M0704_2551","","MM"
"M0825_2554","","FIF,GF"
"M0965_2554","","GF"
