"proj_id","risk_spectrum","spec_code"
"M0001_2565","",""
"M0003_2551","","FIF,SPF"
"M0003_2559","","FIF,SPF"
"M0004_2551","","FIF,SPF"
"M0004_2553","","SPF"
"M0004_2565","",""
"M0005_2551","","FIF,SPF"
"M0005_2553","","SPF"
"M0005_2555","","SPF"
"M0008_2559","","FIF,SPF"
"M0008_2561","RS4",""
"M0008_2565","","FED"
"M0009_2552","","SPF"
"M0009_2558","","SPF"
"M0009_2563","",""
"M0010_2552","","SPF"
"M0012_2537","",""
"M0013_2537","",""
"M0013_2553","","FIF,SPF"
"M0013_2562","RS4",""
"M0013_2565","",""
"M0014_2537","",""
"M0014_2553","","FIF,SPF"
"M0015_2537","",""
"M0018_2561","RS4",""
"M0019_2557","","SPF"
"M0020_2562","RS4",""
"M0020_2563","",""
"M0021_2551","","FIF,SPF"
"M0022_2551","","SPF"
"M0022_2556","","SPF"
"M0023_2547","",""
"M0024_2537","",""
"M0029_2564","","FF"
"M0031_2562","RS4",""
"M0033_2544","",""
"M0033_2551","","SPF"
"M0033_2558","","SPF"
"M0034_2538","",""
"M0034_2539","",""
"M0035_2536","",""
"M0039_2561","RS4",""
"M0040_2551","","SPF"
"M0040_2555","","SPF"
"M0041_2558","","SPF"
"M0042_2551","","SPF"
"M0042_2562","","LTF"
"M0043_2551","","SPF"
"M0043_2553","","FIF,SPF"
"M0043_2557","","SPF"
"M0043_2564","",""
"M0043_2565","",""
"M0044_2553","","FIF,SPF"
"M0044_2563","","FED,SSF"
"M0047_2566","","FF"
"M0048_2556","","SPF"
"M0049_2552","","FIF,SPF"
"M0051_2561","RS4",""
"M0053_2563","","FED,SSF"
"M0054_2552","","SPF"
"M0054_2559","","SPF"
"M0054_2562","RS4",""
"M0057_2559","",""
"M0058_2551","","SPF"
"M0058_2559","","SPF"
"M0058_2561","RS4",""
"M0059_2545","","RMF"
"M0059_2551","","SPF"
"M0059_2555","","SPF"
"M0059_2559","","SPF"
"M0060_2551","","SPF"
"M0060_2559","","SPF"
"M0061_2552","","RMF"
"M0061_2563","",""
"M0061_2565","",""
"M0062_2545","","RMF"
"M0064_2563","",""
"M0066_2553","","FIF,SPF"
"M0067_2545","","RMF"
"M0067_2557","","SPF"
"M0067_2558","","SPF"
"M0069_2556","","SPF"
"M0069_2566","","FED"
"M0070_2561","RS4",""
"M0071_2553","","FIF,SPF"
"M0072_2552","","SPF"
"M0072_2553","","FIF,SPF"
"M0072_2562","RS4",""
"M0073_2553","","FIF,SPF"
"M0073_2555","","SPF"
"M0075_2556","","SPF"
"M0076_2556","","SPF"
"M0078_2564","",""
"M0078_2565","","FED,SE,SSF"
"M0082_2553","","SPF"
"M0082_2561","RS4",""
"M0082_2564","","FED,RMF"
"M0083_2557","","SPF"
"M0083_2558","","FED,RMF,SE"
"M0084_2565","","FED,SSF"
"M0086_2558","","SPF"
"M0086_2563","","FF"
"M0087_2561","",""
"M0087_2564","",""
"M0087_2565","",""
"M0089_2561","","RMF"
"M0091_2562","RS4",""
"M0092_2552","","SPF"
"M0098_2555","","SPF"
"M0099_2562","RS4",""
"M0099_2565","",""
"M0102_2556","","SPF"
"M0106_2558","","SPF"
"M0107_2563","","FF"
"M0108_2552","","FIF,SPF"
"M0108_2563","","FF"
"M0109_2552","","FIF,SPF"
"M0110_2563","","FED,RMF"
"M0112_2564","","RMF"
"M0113_2553","","FED"
"M0116_2553","","FED,RMF"
"M0117_2562","RS4",""
"M0118_2559","","SPF"
"M0119_2558","","SPF"
"M0121_2560","",""
"M0122_2554","","SPF"
"M0122_2557","","SPF"
"M0123_2555","","SPF"
"M0124_2563","","SSF"
"M0125_2564","",""
"M0128_2553","","FIF,SPF"
"M0128_2562","RS4",""
"M0129_2553","","FIF,SPF"
"M0129_2564","","FED,SSF"
"M0131_2554","","SPF"
"M0132_2552","","FIF,SPF"
"M0133_2552","","FIF,SPF"
"M0134_2552","","FIF,SPF"
"M0134_2555","","SPF"
"M0134_2556","","SPF"
"M0136_2561","RS4",""
"M0137_2565","",""
"M0139_2559","","SPF"
"M0139_2564","",""
"M0142_2558","","SPF"
"M0144_2551","","SPF"
"M0145_2551","","SPF"
"M0145_2557","","SPF"
"M0146_2557","","SPF"
"M0147_2554","","SPF"
"M0148_2552","","FIF,SPF"
"M0148_2560","","RMF"
"M0149_2552","","FIF,SPF"
"M0149_2561","RS4",""
"M0149_2563","",""
"M0149_2565","","FF,RMF"
"M0150_2562","RS4",""
"M0154_2556","","SPF"
"M0155_2555","","SPF"
"M0155_2559","","SPF"
"M0158_2561","RS4",""
"M0161_2559","","SPF"
"M0164_2554","","SPF"
"M0164_2562","RS4",""
"M0164_2565","",""
"M0167_2556","","SPF"
