"proj_id","risk_spectrum","spec_code"
"M0027_2559","","FED"
"M0027_2565","","FED,SSF"
"M0043_2561","","SE"
"M0043_2562","","FED"
"M0114_2557","RS6","FED"
"M0125_2553","","FED"
"M0131_2558","","FED"
"M0133_2561","","FED,SE"
"M0202_2561","","FED"
"M0207_2561","","FED"
"M0209_2561","","FED"
"M0225_2550","","FED"
"M0234_2550","","LTF,SSF"
"M0235_2550","",""
"M0284_2550","","SPF"
"M0285_2560","","FF"
"M0318_2551","","FIF"
"M0376_2557","","FED,RMF"
"M0381_2564","",""
"M0390_2550","","FED"
"M0493_2557","","FED,SE"
"M0521_2550","","MM"
"M0537_2561","RS4",""
"M0553_2566","","FED"
"M0554_2555","RS6","FED"
"M0595_2551","",""
"M0596_2551","","FED,FF"
"M0597_2557","","FIF"
"M0721_2551","","RMF"
"M0844_2566","","TESG"
"M0967_2555","","SPF"
