"proj_id","risk_spectrum","spec_code"
"M0007_2551","","FIF,SPF"
"M0008_2551","","FIF,SPF"
"M0010_2551","","FIF,SPF"
"M0011_2553","RS4",""
"M0013_2551","","FIF,SPF"
"M0038_2555","","SPF"
"M0039_2555","","SPF"
"M0047_2553","","FIF"
"M0064_2552","","FIF,SPF"
"M0065_2552","","FIF,SPF"
"M0080_2551","","FIF,SPF"
"M0080_2553","","FIF"
"M0081_2553","","FIF"
"M0082_2551","","FIF,SPF"
"M0087_2552","","FIF,SPF"
"M0095_2552","","FIF,SPF"
"M0096_2552","","FIF,SPF"
"M0096_2554","","SPF"
"M0113_2552","","FIF,SPF"
"M0121_2552","","FIF,SPF"
"M0123_2557","","FIF"
"M0125_2552","","FIF,SPF"
"M0126_2553","","FIF"
"M0130_2551","","FIF,SPF"
"M0130_2553","","FIF"
"M0131_2551","","FIF,SPF"
"M0136_2551","","FIF,SPF"
"M0136_2552","","FIF,SPF"
"M0137_2551","","FIF,SPF"
"M0137_2552","","FIF,SPF"
"M0138_2551","","FIF,SPF"
"M0138_2556","","FIF,SPF"
"M0139_2558","","FIF"
"M0149_2553","","FIF"
"M0151_2555","","SPF"
"M0152_2553","","FIF"
"M0154_2551","","FIF,SPF"
"M0155_2551","","FIF,SPF"
"M0156_2551","","FIF,SPF"
"M0167_2551","","FIF,SPF"
"M0168_2551","","FIF,SPF"
"M0169_2551","","FIF,SPF"
"M0181_2553","","FIF"
"M0183_2553","","FIF"
"M0194_2553","","SPF"
"M0194_2558","","FIF"
"M0195_2553","","SPF"
"M0196_2553","","SPF"
"M0197_2553","","FIF,SPF"
"M0200_2553","","FIF"
"M0204_2553","","FIF"
"M0217_2563","",""
"M0221_2555","","FIF,SPF"
"M0222_2553","","FIF"
"M0226_2558","","FIF"
"M0232_2556","","SPF"
"M0234_2563","",""
"M0242_2551","","FIF,SPF"
"M0242_2552","","FIF,SPF"
"M0243_2551","","FIF,SPF"
"M0244_2551","","FIF,SPF"
"M0248_2553","","FIF"
"M0249_2551","","FIF,SPF"
"M0249_2553","","FIF"
"M0250_2553","","FIF"
"M0275_2553","","FIF"
"M0280_2553","","FIF"
"M0280_2555","","FIF,SPF"
"M0282_2553","","FIF"
"M0284_2553","","FIF"
"M0285_2553","","FIF"
"M0286_2557","","FIF"
"M0298_2552","","FIF,SPF"
"M0302_2558","","FIF"
"M0308_2552","","FIF"
"M0316_2552","","FIF"
"M0317_2553","","FIF,SPF"
"M0319_2552","","FIF"
"M0321_2553","","FIF"
"M0322_2553","","FIF"
"M0326_2551","","FIF,SPF"
"M0327_2551","","FIF,SPF"
"M0328_2551","","FIF,SPF"
"M0329_2551","","FIF,SPF"
"M0330_2551","","FIF,SPF"
"M0331_2551","","SPF"
"M0332_2551","","SPF"
"M0343_2555","","FIF,SPF"
"M0344_2558","","FIF"
"M0345_2553","","FIF"
"M0345_2558","","FIF"
"M0346_2553","","FIF"
"M0355_2558","","FED,FIF"
"M0372_2552","","FIF,SPF"
"M0374_2557","","FIF"
"M0383_2558","","FIF"
"M0386_2560","RS5","FED"
"M0388_2552","","FIF"
"M0390_2555","","FIF,SPF"
"M0394_2552","","FIF"
"M0395_2551","","FIF,SPF"
"M0396_2551","","FIF,SPF"
"M0397_2553","","FIF"
"M0398_2553","","FIF"
"M0399_2553","","FIF"
"M0401_2553","","FIF"
"M0403_2553","","FIF"
"M0403_2558","","FIF"
"M0407_2553","","FIF"
"M0412_2553","","FIF"
"M0413_2553","","FIF"
"M0415_2552","","FIF"
"M0416_2558","","FIF"
"M0429_2552","","FIF"
"M0430_2552","","FIF"
"M0438_2550","","FIF,SPF"
"M0442_2552","","FIF"
"M0443_2552","","FIF"
"M0447_2555","","FIF,SPF"
"M0448_2558","","FIF"
"M0451_2558","","FIF"
"M0453_2553","","FIF"
"M0458_2550","","FIF,SPF"
"M0459_2550","","FIF,SPF"
"M0464_2552","","FIF"
"M0465_2552","","FIF"
"M0466_2552","","FIF"
"M0471_2557","","FIF"
"M0475_2553","","FIF,SPF"
"M0476_2553","","FIF"
"M0478_2550","","FED,FF,FIF"
"M0481_2553","","FIF"
"M0485_2553","","FIF"
"M0493_2553","","FIF"
"M0494_2553","","FIF"
"M0504_2557","","FIF"
"M0507_2552","","FIF"
"M0508_2552","","FIF"
"M0509_2552","","FIF"
"M0512_2555","","FIF,SPF"
"M0512_2559","","FED"
"M0516_2550","","FED,FF,FIF"
"M0516_2551","","FIF,MM"
"M0519_2550","","FED,FF,FIF"
"M0522_2552","","FIF"
"M0531_2551","","FIF,SPF"
"M0532_2551","","FIF,SPF"
"M0532_2552","","FIF"
"M0533_2552","","FIF"
"M0543_2551","","FIF,MM"
"M0544_2551","","FIF,MM"
"M0547_2552","","FIF"
"M0548_2552","","FIF"
