"proj_id","risk_spectrum","spec_code"
"M0071_2561","",""
"M0155_2565","","SSF"
"M0344_2564","","FED,SSF"
"M0457_2564","","RMF"
"M0478_2564","","FED,SSF"
"M0485_2560","",""
"M0525_2566","","FED,RMF"
"M0532_2559","",""
"M0585_2559","","LTF"
"M0595_2565","","SSF"
"M0596_2559","","RMF"
"M0598_2559","","RMF"
"M0614_2560","","LTF"
"M0616_2560","","RMF"
"M0619_2565","","RMF"
"M0628_2559","","MM,RMF"
"M0669_2559","","MM,SSF"
"M0681_2559","",""
"M0682_2566","","SSF"
"M0683_2559","","SSF"
"M0761_2566","","RMF"
"M0822_2566","","TESG"
