"proj_id","risk_spectrum","spec_code"
"M0001_2553","","CPF"
"M0001_2561","",""
"M0007_2559","","SPF"
"M0009_2561","","FED,SSF"
"M0011_2552","","SPF"
"M0012_2552","","SPF"
"M0013_2552","","CPF"
"M0013_2554","","SPF"
"M0017_2559","","SPF"
"M0018_2558","","SPF"
"M0018_2559","","SPF"
"M0021_2552","","FIF,SPF"
"M0021_2553","","FIF,SPF"
"M0022_2553","","CPF"
"M0027_2552","","FIF,SPF"
"M0028_2559","","SPF"
"M0029_2557","","SPF"
"M0031_2550","","CPF"
"M0034_2552","","SPF"
"M0035_2552","","FIF,SPF"
"M0039_2558","","SPF"
"M0040_2553","","FIF,SPF"
"M0040_2558","","SPF"
"M0042_2553","","FIF,SPF"
"M0045_2552","","FIF,SPF"
"M0047_2552","","SPF"
"M0058_2552","","FIF,SPF"
"M0058_2565","","SSF"
"M0059_2552","","SPF"
"M0060_2553","","FIF,SPF"
"M0060_2554","","SPF"
"M0061_2553","","FIF,SPF"
"M0063_2554","","SPF"
"M0064_2554","","SPF"
"M0064_2555","","FIF,SPF"
"M0065_2553","","FIF,SPF"
"M0065_2554","","SPF"
"M0066_2554","","SPF"
"M0068_2554","","SPF"
"M0069_2549","","CPF"
"M0069_2554","","SPF"
"M0070_2549","","CPF"
"M0071_2554","","SPF"
"M0073_2554","","SPF"
"M0074_2552","","FIF,SPF"
"M0074_2554","","SPF"
"M0075_2552","","FIF,SPF"
"M0075_2553","","FIF,SPF"
"M0076_2554","","SPF"
"M0077_2554","","SPF"
"M0077_2559","","SPF"
"M0078_2550","","CPF"
"M0078_2553","","FIF,SPF"
"M0078_2554","","SPF"
"M0078_2559","","SSF"
"M0079_2550","","CPF"
"M0079_2554","","SPF"
"M0080_2552","","FIF,SPF"
"M0080_2554","","SPF"
"M0081_2552","","SPF"
"M0083_2554","","SPF"
"M0084_2554","","SPF"
"M0085_2553","","FIF,SPF"
"M0085_2554","","SPF"
"M0086_2551","","SPF"
"M0086_2553","","FIF,SPF"
"M0086_2554","","SPF"
"M0087_2549","","CPF"
"M0087_2554","","SPF"
"M0088_2552","","FIF,SPF"
"M0088_2554","","SPF"
"M0089_2552","","FIF,SPF"
"M0089_2554","","SPF"
"M0089_2564","","FED"
"M0090_2549","","CPF"
"M0090_2554","","SPF"
"M0091_2554","","SPF"
"M0093_2554","","SPF"
"M0094_2554","","SPF"
"M0094_2555","","SPF"
"M0102_2552","","FIF,SPF"
"M0103_2559","","SPF"
"M0106_2552","","FIF,SPF"
"M0109_2551","","FED,SE"
"M0112_2555","","SPF"
"M0114_2553","","FED,FF,FIF"
"M0117_2553","","FIF,SPF"
"M0118_2553","","FIF,SPF"
"M0122_2552","","FIF,SPF"
"M0127_2557","","SPF"
"M0130_2552","","FIF,SPF"
"M0131_2553","","FIF,SPF"
"M0131_2559","","SPF"
"M0132_2553","","FIF,SPF"
"M0133_2553","","FIF,SPF"
"M0133_2559","","SPF"
"M0134_2553","","FIF,SPF"
"M0135_2551","","MM,SSF"
"M0136_2553","","FIF,SPF"
"M0137_2553","","FIF,SPF"
"M0144_2552","","FIF,SPF"
"M0145_2552","","FIF,SPF"
"M0152_2552","","FIF,SPF"
"M0158_2557","","SPF"
"M0164_2563","","SSF"
"M0166_2553","","FIF,SPF"
"M0175_2551","","FIF,SPF"
"M0175_2552","","FIF,SPF"
"M0177_2553","","FIF,GF"
"M0178_2551","","FIF,SPF"
"M0179_2555","","FIF,SPF"
"M0182_2549","","CPF"
"M0184_2561","","RMF"
"M0187_2559","","SPF"
"M0191_2552","","FIF,SPF"
"M0191_2559","","SPF"
"M0193_2564","","FED,SSF"
"M0195_2555","","FIF,SPF"
"M0197_2555","","SPF"
"M0198_2551","","FIF,SPF"
"M0201_2553","","FIF,SPF"
"M0209_2552","","FIF,SPF"
"M0209_2553","","FIF,SPF"
"M0209_2554","","SSF"
"M0210_2553","","FIF,SPF"
"M0213_2558","","SPF"
"M0215_2558","","SPF"
"M0215_2559","","SPF"
"M0221_2553","","FIF,SPF"
"M0222_2552","","FIF,SPF"
"M0223_2552","","FIF,SPF"
"M0236_2549","","CPF"
