"proj_id","risk_spectrum","spec_code"
"M0002_2549","RS3",""
"M0002_2563","",""
"M0003_2539","",""
"M0003_2554","","SPF"
"M0003_2562","RS4",""
"M0004_2532","","CF"
"M0004_2562","RS4",""
"M0004_2564","","FED"
"M0005_2537","",""
"M0005_2556","","FIF,SPF"
"M0005_2557","","FIF,SPF"
"M0005_2558","","FED,SSF"
"M0005_2562","RS4",""
"M0005_2565","","FF,SSF"
"M0006_2539","",""
"M0006_2556","","FIF,SPF"
"M0006_2558","","SPF"
"M0006_2563","",""
"M0006_2565","",""
"M0007_2538","",""
"M0007_2556","","FIF,SPF"
"M0007_2558","","SPF"
"M0008_2555","","SPF"
"M0008_2556","","FIF,SPF"
"M0008_2558","","SPF"
"M0009_2555","","SPF"
"M0010_2553","","SPF"
"M0010_2556","","FIF,SPF"
"M0010_2558","","FIF,SPF"
"M0011_2554","","SPF"
"M0011_2556","","FIF,SPF"
"M0011_2558","","FIF,SPF"
"M0011_2564","",""
"M0012_2554","","SPF"
"M0012_2556","","FIF,SPF"
"M0012_2558","","CPF,SPF"
"M0013_2556","","FIF,SPF"
"M0015_2549","RS3",""
"M0015_2556","","SPF"
"M0015_2561","RS4",""
"M0015_2564","","FED"
"M0017_2556","","SPF"
"M0017_2557","","SPF"
"M0017_2565","","FED,SSF"
"M0018_2553","","SPF"
"M0018_2557","","FIF,SPF"
"M0018_2563","",""
"M0018_2565","",""
"M0019_2554","","SPF"
"M0019_2556","","SPF"
"M0019_2563","",""
"M0019_2564","",""
"M0021_2555","","SPF"
"M0022_2555","","SPF"
"M0023_2554","","SPF"
"M0023_2557","","FIF,SPF"
"M0023_2562","RS4",""
"M0024_2557","","FIF,SPF"
"M0024_2560","","FED"
"M0025_2557","","FIF,SPF"
"M0025_2562","RS4",""
"M0026_2539","","IND"
"M0026_2551","","FED"
"M0026_2553","","SPF"
"M0026_2557","","FIF,SPF"
"M0026_2558","","FIF,SPF"
"M0027_2558","","FIF,SPF"
"M0029_2563","",""
"M0030_2554","","SPF"
"M0030_2557","","SPF"
"M0030_2558","","FIF,SPF"
"M0031_2554","","SPF"
"M0031_2557","","FED"
"M0031_2558","","FIF,SPF"
"M0032_2554","","SPF"
"M0032_2556","","FIF,SPF"
"M0032_2558","","FIF,SPF"
"M0032_2565","",""
"M0033_2560","","FED"
"M0034_2553","","SPF"
"M0034_2554","","SPF"
"M0034_2563","",""
"M0038_2562","RS4",""
"M0039_2562","RS4",""
"M0039_2565","",""
"M0041_2564","",""
"M0042_2558","","SPF"
"M0045_2553","","SPF"
"M0045_2556","","CPF"
"M0045_2557","","FIF,SPF"
"M0045_2558","","FIF,SPF"
"M0045_2563","",""
"M0046_2558","","FIF,SPF"
"M0047_2557","","FIF,SPF"
"M0047_2558","","FIF,SPF"
"M0048_2555","","SPF"
"M0048_2557","","FIF,SPF"
"M0048_2564","",""
"M0049_2563","",""
"M0049_2565","","FED,RMF"
"M0050_2554","","SPF"
"M0050_2563","",""
"M0051_2554","","SPF"
