"proj_id","risk_spectrum","spec_code"
"M0006_2552","","SPF"
"M0007_2552","","SPF"
"M0017_2551","","MM"
"M0020_2555","","SPF"
"M0024_2552","","MM"
"M0033_2552","","SPF"
"M0044_2558","","SPF"
"M0046_2564","",""
"M0047_2564","","FED,SSF"
"M0062_2555","","SPF"
"M0094_2564","","FED,SSF"
"M0095_2563","","SSF"
"M0121_2554","","SPF"
"M0161_2555","","SPF"
"M0169_2554","","SPF"
"M0177_2560","RS6",""
"M0198_2553","","SPF"
"M0209_2555","","SPF"
"M0245_2553","","FIF"
"M0254_2552","","SPF"
"M0257_2550","","LTF"
"M0260_2557","","SPF"
"M0265_2555","","SPF"
"M0319_2550","","SPF"
"M0340_2563","",""
"M0359_2552","RS6","RMF"
"M0360_2558","","SPF"
"M0380_2552","","SPF"
"M0438_2551","","RMF"
"M0445_2556","","SPF"
"M0451_2552","","SPF"
"M0457_2553","","FIF,SPF"
"M0460_2554","","SPF"
"M0460_2558","","SPF"
"M0496_2554","","FIF"
"M0522_2563","",""
"M0525_2558","","SPF"
"M0543_2563","",""
"M0592_2563","",""
"M0600_2552","","SPF"
"M0603_2552","","SPF"
"M0604_2553","","SPF"
"M0657_2554","","SPF"
"M0683_2551","","SPF"
"M0693_2553","","SPF"
"M0709_2552","","SPF"
"M0713_2557","","SPF"
"M0765_2553","","SPF"
"M0798_2553","","SPF"
"M0810_2553","","SPF"
"M0843_2553","","SPF"
"M0907_2553","","SPF"
"M0933_2553","","FIF"
"M0991_2553","","SPF"
