"proj_id","risk_spectrum","spec_code"
"M0038_2557","","FIF,SPF"
"M0038_2559","",""
"M0038_2565","",""
"M0039_2564","",""
"M0040_2563","",""
"M0041_2555","","SPF"
"M0041_2556","","SPF"
"M0042_2556","","FIF,SPF"
"M0043_2556","","SPF"
"M0044_2552","","FIF,SPF"
"M0044_2556","","CPF"
"M0044_2562","RS4",""
"M0045_2561","","FED"
"M0045_2562","RS4",""
"M0045_2565","","FED,RMF"
"M0046_2557","","SPF"
"M0046_2562","RS4",""
"M0049_2554","","SPF"
"M0050_2555","","CPF"
"M0051_2555","","SPF"
"M0051_2564","",""
"M0051_2565","",""
"M0052_2552","","FIF,SPF"
"M0052_2561","RS4",""
"M0053_2558","","SPF"
"M0053_2561","RS4",""
"M0053_2565","",""
"M0054_2558","","SPF"
"M0054_2560","","SSF"
"M0054_2561","RS4",""
"M0054_2563","",""
"M0054_2565","",""
"M0055_2561","RS4",""
"M0056_2557","","SPF"
"M0057_2557","","FIF,SPF"
"M0059_2554","","FED"
"M0060_2562","RS4",""
"M0061_2544","","RMF"
"M0061_2562","RS4",""
"M0062_2544","","RMF"
"M0062_2562","RS4",""
"M0063_2544","","RMF"
"M0063_2564","",""
"M0064_2544","","RMF"
"M0064_2557","","FIF,SPF"
"M0064_2559","","FED"
"M0065_2544","","RMF"
"M0065_2556","","SPF"
"M0065_2564","",""
"M0066_2552","","FIF,SPF"
"M0066_2555","","CPF"
"M0066_2556","","CPF"
"M0066_2560","","FED"
"M0066_2563","",""
"M0067_2564","",""
"M0067_2565","",""
"M0068_2556","","SPF"
"M0068_2558","","FIF,SPF"
"M0068_2559","","SPF"
"M0069_2559","","SPF"
"M0070_2557","","FED"
"M0070_2558","","SPF"
"M0070_2565","",""
"M0071_2558","","FIF,SPF"
"M0072_2557","","SPF"
"M0073_2557","","FIF,SPF"
"M0074_2553","","SPF"
"M0074_2557","","FIF,SPF"
"M0074_2558","","FED,IND"
"M0074_2559","","SPF"
"M0074_2561","RS4",""
"M0075_2555","","FIF,SPF"
"M0075_2561","RS4",""
"M0076_2555","","FIF,SPF"
"M0077_2562","RS4",""
"M0077_2564","","FED"
"M0078_2552","","SPF"
"M0078_2562","RS4",""
"M0079_2552","","SPF"
"M0079_2562","RS4",""
"M0080_2545","","FED"
"M0081_2554","","SPF"
"M0081_2556","","SPF"
"M0082_2556","","FIF,SPF"
"M0082_2565","",""
"M0083_2563","",""
"M0084_2556","","CPF"
"M0085_2556","","SPF"
"M0085_2564","",""
"M0087_2559","","SPF"
"M0087_2562","",""
"M0088_2555","","CPF"
"M0088_2558","","SPF"
"M0089_2558","","SPF"
"M0089_2559","","SPF"
"M0089_2565","",""
"M0090_2555","","SPF"
"M0091_2555","","FIF,SPF"
"M0091_2563","",""
"M0092_2562","RS4",""
"M0092_2564","",""
"M0093_2552","","FIF,SPF"
"M0093_2557","","FIF"
"M0093_2562","RS4",""
"M0094_2552","","FIF,SPF"
"M0094_2562","RS4",""
"M0095_2554","","SPF"
"M0095_2565","",""
"M0096_2557","","FIF,SPF"
"M0096_2563","","FED"
"M0096_2565","",""
"M0097_2553","","FIF"
"M0097_2555","","FIF,SPF"
"M0097_2559","","SPF"
"M0099_2561","RS4",""
"M0100_2564","",""
"M0101_2551","","FIF,SPF"
"M0101_2552","","FIF,SPF"
"M0101_2562","RS4",""
"M0101_2564","",""
"M0102_2557","","FIF,SPF"
"M0102_2562","RS4",""
"M0102_2564","",""
"M0103_2555","","FIF,SPF"
"M0103_2562","RS4",""
"M0103_2564","",""
"M0104_2561","RS4",""
"M0105_2557","","CPF,SPF"
"M0105_2565","",""
"M0106_2553","","FIF"
"M0106_2555","","FIF,SPF"
"M0106_2556","","SPF"
"M0106_2563","",""
"M0107_2553","","FIF"
"M0107_2556","","CPF"
"M0107_2557","","SPF"
"M0107_2558","","SPF"
"M0108_2553","","FIF"
"M0108_2555","","CPF"
"M0108_2556","","FIF,SPF"
"M0108_2558","","SPF"
"M0109_2553","","FIF"
"M0109_2556","","SPF"
"M0109_2558","","FIF,SPF"
"M0109_2561","",""
"M0110_2553","","FIF"
"M0111_2552","","FIF,SPF"
"M0111_2553","","FIF"
"M0115_2559","","SPF"
"M0115_2561","RS4",""
"M0115_2564","",""
"M0116_2555","","FIF,SPF"
"M0116_2558","","FIF,SPF"
"M0116_2565","",""
"M0118_2554","","SPF"
"M0118_2561","",""
"M0118_2565","",""
"M0120_2555","","FIF,SPF"
"M0120_2562","",""
"M0121_2553","","SPF"
"M0121_2563","",""
"M0122_2553","","SPF"
"M0122_2562","RS4",""
"M0122_2563","",""
"M0123_2562","RS4",""
"M0124_2562","RS4",""
"M0125_2558","","SPF"
"M0125_2559","","SPF"
"M0126_2565","",""
"M0127_2552","","FIF,SPF"
"M0127_2555","","CPF"
"M0127_2556","","CPF"
"M0127_2558","","FIF,SPF"
"M0128_2545","","S0"
"M0128_2556","","SPF"
"M0128_2557","","CPF,SPF"
"M0128_2558","","SPF"
"M0129_2554","","SPF"
"M0129_2555","","SPF"
"M0129_2556","","SPF"
"M0129_2557","","SPF"
"M0129_2565","",""
"M0130_2545","",""
"M0130_2554","","SPF"
"M0130_2556","","FIF,SPF"
"M0130_2557","","FIF,SPF"
"M0130_2565","",""
"M0131_2552","","FIF,SPF"
"M0131_2557","","FIF,SPF"
"M0131_2562","","FED,SSF"
"M0133_2551","","FIF,SPF"
"M0134_2545","",""
"M0134_2562","RS4",""
"M0135_2545","",""
"M0135_2561","RS4",""
"M0135_2562","RS4",""
"M0136_2562","RS4",""
"M0137_2555","","FIF,SPF"
"M0137_2559","","SPF"
"M0138_2559","","SPF"
"M0139_2561","RS4",""
"M0140_2552","","FIF,SPF"
"M0140_2558","","SE"
"M0140_2563","",""
"M0141_2552","","FIF,SPF"
"M0141_2558","","SPF"
"M0141_2564","",""
"M0142_2556","","CPF"
"M0143_2558","","SPF"
"M0144_2554","","SPF"
"M0144_2558","","SPF"
"M0144_2564","","FED"
"M0145_2549","","ETF,IND"
"M0145_2554","","SPF"
"M0145_2563","",""
"M0147_2551","","FIF,SPF"
"M0147_2557","","SPF"
"M0147_2564","","FED"
"M0148_2565","",""
"M0149_2555","","CPF"
"M0149_2557","","CPF,SPF"
"M0150_2555","","SPF"
"M0150_2557","","SPF"
"M0151_2557","","FIF,SPF"
"M0152_2554","","SPF"
"M0153_2557","","FIF"
"M0153_2559","","SPF"
"M0153_2561","RS4",""
"M0154_2541","",""
"M0154_2552","","FIF,SPF"
"M0154_2559","","SPF"
"M0155_2552","","FIF,SPF"
"M0155_2553","","FIF"
"M0156_2553","","FIF,SPF"
"M0156_2562","RS4",""
"M0156_2563","",""
"M0156_2565","",""
"M0157_2555","","FIF,SPF"
"M0157_2562","RS4",""
"M0158_2562","RS4",""
"M0159_2549","","SSF"
"M0159_2551","","FIF,SPF"
"M0159_2555","","FED,SSF"
"M0160_2551","","FIF,SPF"
"M0161_2556","","FIF,SPF"
"M0161_2557","","FIF,SPF"
"M0161_2561","RS4",""
"M0161_2563","","SSF"
"M0162_2556","","FIF,SPF"
"M0162_2558","","FIF,SPF"
"M0162_2561","RS4",""
"M0163_2565","",""
"M0164_2557","","FIF"
"M0164_2559","","SPF"
"M0165_2559","","SPF"
"M0165_2565","",""
"M0166_2552","","SPF"
"M0166_2554","","FIF,SPF"
"M0166_2564","",""
"M0168_2554","","FIF"
"M0168_2558","","SPF"
"M0169_2558","","SPF"
"M0170_2556","","SPF"
"M0170_2558","","SPF"
"M0171_2551","","FIF,SPF"
"M0171_2555","","SPF"
"M0171_2556","","SPF"
"M0171_2557","","FIF,SPF"
"M0171_2561","RS4",""
"M0172_2555","","FIF,SPF"
"M0172_2561","RS4",""
"M0173_2555","","CPF"
"M0173_2556","","FIF"
"M0173_2562","RS4",""
"M0174_2551","","FIF,SPF"
"M0174_2562","RS4",""
"M0175_2562","RS4",""
"M0176_2551","","FIF,SPF"
"M0176_2554","","SPF"
"M0177_2554","","SPF"
"M0177_2563","",""
"M0178_2561","RS4",""
"M0179_2561","RS4",""
"M0179_2565","",""
"M0180_2552","","FIF,SPF"
"M0180_2557","","CPF,SPF"
"M0180_2559","","SPF"
"M0181_2557","","FIF,SPF"
"M0181_2562","RS4",""
"M0182_2557","","FIF,SPF"
"M0184_2553","","SPF"
"M0185_2553","","FIF"
"M0185_2556","","SPF"
"M0185_2564","",""
"M0186_2553","","FIF"
"M0186_2555","","CPF"
"M0186_2556","","SPF"
"M0186_2564","",""
"M0187_2553","","FIF"
"M0187_2562","RS4",""
"M0188_2553","","FIF"
"M0188_2554","","SPF"
"M0188_2556","","CPF"
"M0188_2558","","FIF,SPF"
"M0188_2559","","SPF"
"M0188_2562","RS4",""
"M0188_2564","",""
"M0189_2556","","FIF,SPF"
"M0189_2558","","FIF,SPF"
"M0189_2559","","SPF"
"M0189_2562","RS4",""
"M0190_2561","RS4",""
"M0190_2564","",""
"M0190_2565","",""
"M0191_2545","","SPF"
"M0191_2558","","FIF,SPF"
"M0191_2561","RS4",""
"M0192_2555","","FIF,SPF"
"M0192_2558","","FIF,SPF"
"M0192_2559","","FED,RMF"
"M0193_2553","","FIF"
"M0193_2555","","FIF,SPF"
"M0193_2558","","CPF,SPF"
"M0194_2559","","SPF"
"M0194_2562","RS4",""
"M0196_2557","","SPF"
"M0196_2561","RS4",""
"M0197_2557","","FIF,SPF"
"M0198_2557","","FIF,SPF"
"M0198_2561","RS4",""
"M0199_2551","","FIF,SPF"
"M0200_2551","","FIF,SPF"
"M0200_2554","","SPF"
"M0200_2555","","FIF,SPF"
"M0201_2551","","FIF,SPF"
"M0201_2565","",""
"M0202_2551","","FIF,SPF"
"M0202_2553","","FIF"
"M0202_2563","",""
"M0203_2551","","FIF,SPF"
"M0203_2553","","SPF"
"M0204_2549","","FF"
"M0204_2551","","FIF,SPF"
"M0205_2559","","SPF"
"M0205_2562","RS4",""
"M0206_2553","","SPF"
"M0206_2564","",""
"M0207_2552","","FIF,SPF"
"M0207_2554","","SPF"
"M0208_2550","",""
"M0208_2556","","FED"
"M0209_2548","","IND"
"M0209_2550","",""
"M0209_2558","","CPF,SPF"
"M0210_2550","",""
"M0210_2558","","FIF,SPF"
"M0211_2550","",""
"M0211_2556","","SPF"
"M0211_2558","","FIF,SPF"
"M0212_2550","","LTF"
"M0212_2556","","FIF,SPF"
"M0212_2566","","FED"
"M0213_2554","","SPF"
"M0213_2556","","CPF"
"M0213_2562","RS4",""
"M0213_2563","",""
"M0214_2556","","SPF"
"M0214_2563","",""
"M0215_2553","","FIF"
"M0215_2562","RS4",""
"M0216_2557","","SPF"
"M0216_2559","","SPF"
"M0216_2561","RS4",""
"M0216_2562","RS4",""
"M0217_2553","","FIF"
"M0217_2557","","FIF,SPF"
"M0217_2558","","FED,SSF"
"M0217_2559","","SPF"
"M0217_2561","RS4",""
"M0218_2553","","FIF"
"M0218_2557","","FIF,SPF"
"M0219_2553","","FIF"
"M0219_2555","","FIF,SPF"
"M0219_2557","","FIF,SPF"
"M0220_2553","","FIF"
"M0220_2555","","CPF"
"M0221_2562","",""
"M0221_2563","",""
"M0222_2562","",""
"M0223_2554","","SPF"
"M0227_2551","","FIF,SPF"
"M0227_2561","RS4",""
"M0228_2561","RS4",""
"M0229_2553","","FIF"
"M0229_2562","RS4",""
"M0229_2563","",""
"M0230_2553","","FIF"
"M0230_2557","","SPF"
"M0230_2562","",""
"M0230_2563","",""
"M0231_2553","","FIF"
"M0231_2557","","FIF,SPF"
"M0231_2558","","FIF,SPF"
"M0231_2562","",""
"M0232_2557","","FIF,SPF"
"M0232_2559","","SPF"
"M0233_2557","","FIF,SPF"
"M0233_2558","","FIF,SPF"
"M0233_2559","","SPF"
"M0234_2557","","FIF,SPF"
"M0234_2558","","FIF,SPF"
"M0235_2555","","FIF,SPF"
"M0235_2556","","SPF"
"M0235_2558","","FIF,SPF"
"M0235_2561","RS4",""
"M0236_2553","","FIF"
"M0236_2555","","FIF,SPF"
"M0236_2556","","CPF"
"M0236_2558","","FIF,SPF"
"M0236_2561","RS4",""
"M0237_2552","","FED"
"M0237_2555","","CPF"
"M0237_2556","","SPF"
"M0238_2551","","FIF,SPF"
"M0238_2555","","SPF"
"M0238_2556","","FIF,SPF"
"M0238_2561","",""
"M0238_2563","",""
"M0239_2551","","FIF,SPF"
"M0239_2563","",""
"M0240_2551","","FIF,SPF"
"M0240_2554","","SPF"
"M0243_2554","","SPF"
"M0244_2553","","FIF"
"M0244_2555","","SPF"
"M0246_2552","","FIF,SPF"
"M0248_2552","","FIF,SPF"
"M0248_2564","",""
"M0249_2552","","FIF,SPF"
"M0249_2555","","CPF"
"M0250_2552","","FIF,SPF"
"M0250_2555","","FIF,SPF"
"M0250_2558","","SE"
"M0250_2559","","SPF"
"M0251_2554","","SPF"
"M0251_2555","","FIF,SPF"
"M0251_2556","","SPF"
"M0251_2558","","FIF,SPF"
"M0251_2559","","SPF"
"M0251_2561","RS4",""
"M0252_2554","","SPF"
"M0252_2556","","SPF"
"M0252_2558","","FIF,SPF"
"M0252_2561","RS4",""
"M0252_2563","",""
"M0252_2564","",""
"M0253_2553","","FIF"
"M0253_2558","","FED,IND"
"M0253_2564","",""
"M0254_2550","","LTF"
"M0254_2562","RS4",""
"M0255_2556","","CPF"
"M0255_2562","",""
"M0255_2563","","FED"
"M0256_2556","","FIF,SPF"
"M0256_2562","",""
"M0256_2564","","FED"
"M0257_2557","","FIF,SPF"
"M0257_2563","",""
"M0257_2564","","FED"
"M0258_2552","","FIF,SPF"
"M0258_2557","","FIF,SPF"
"M0259_2552","","FIF,SPF"
"M0260_2559","","SPF"
"M0261_2559","","SPF"
"M0261_2563","",""
"M0262_2550","","LTF"
"M0262_2559","","SPF"
"M0262_2561","RS4",""
"M0262_2563","",""
"M0263_2551","RS4",""
"M0263_2559","","SPF"
"M0263_2561","RS4",""
"M0263_2563","",""
"M0264_2551","","FIF"
"M0264_2563","",""
"M0265_2547","","LTF"
"M0265_2563","",""
"M0266_2554","","SPF"
"M0266_2563","",""
"M0267_2552","","FIF,SPF"
"M0267_2554","","SPF"
"M0267_2555","","CPF"
"M0267_2558","","SPF"
"M0267_2563","",""
"M0268_2552","","FIF,SPF"
"M0268_2563","",""
"M0270_2552","","FIF,SPF"
"M0271_2552","","FIF,SPF"
"M0271_2555","","FIF,SPF"
"M0271_2556","","SPF"
"M0271_2563","",""
"M0272_2552","","FIF,SPF"
"M0272_2553","","FIF,SPF"
"M0272_2558","","FIF,SPF"
"M0273_2557","","FIF,SPF"
"M0273_2558","","FIF,SPF"
"M0273_2562","RS4",""
"M0274_2557","","FIF,SPF"
"M0274_2558","","FIF,SPF"
"M0274_2560","","FF"
"M0274_2562","RS4",""
"M0275_2554","","SPF"
"M0275_2557","","FIF,SPF"
"M0275_2559","","SPF"
"M0275_2562","RS4",""
"M0277_2561","RS4",""
"M0278_2561","RS4",""
"M0278_2562","","FED"
"M0278_2563","",""
"M0278_2564","","CIV,FF"
"M0279_2557","",""
"M0279_2560","","FF"
"M0279_2563","",""
"M0279_2564","","CIV,FF"
"M0280_2557","","FIF,SPF"
"M0280_2561","",""
"M0280_2563","",""
"M0280_2564","","CIV,FF"
"M0281_2557","","FIF,SPF"
"M0281_2560","","FF"
"M0281_2563","",""
"M0281_2564","","CIV,FF"
"M0282_2557","","FIF,SPF"
"M0282_2560","","FF"
"M0282_2564","","CIV,FF"
"M0283_2555","","CPF"
"M0283_2557","","FIF,SPF"
"M0283_2558","","FIF"
"M0284_2558","","FIF"
"M0284_2562","RS4",""
"M0285_2558","","FIF"
"M0286_2554","","SPF"
"M0286_2555","","FIF,SPF"
"M0286_2558","","FIF"
"M0287_2558","","FIF"
"M0288_2555","","SPF"
"M0288_2558","","FIF"
"M0288_2559","","SPF"
"M0288_2563","",""
"M0289_2553","","FIF"
"M0292_2557","","FIF,SPF"
"M0293_2552","","FIF,SPF"
"M0293_2557","","FIF,SPF"
"M0293_2562","RS4",""
"M0294_2552","","FIF,SPF"
"M0294_2558","","FIF,SPF"
"M0294_2562","RS4",""
"M0295_2557","","FIF,SPF"
"M0295_2558","","FIF,SPF"
"M0296_2557","","FIF,SPF"
"M0296_2558","","FIF,SPF"
"M0296_2561","RS4",""
"M0296_2562","RS4",""
"M0297_2561","RS4",""
"M0299_2552","","FIF,SPF"
"M0300_2554","","SPF"
"M0300_2556","","CPF"
"M0300_2561","",""
"M0301_2553","","FIF"
"M0301_2555","","CPF"
"M0301_2556","","FIF,SPF"
"M0302_2553","","FIF"
"M0302_2554","","FIF,SPF"
"M0302_2555","","SPF"
"M0302_2563","",""
"M0303_2553","","FIF,SPF"
"M0304_2558","","FF"
"M0305_2552","","FIF,SPF"
"M0305_2559","","SPF"
"M0305_2561","RS4",""
"M0306_2555","","FIF,SPF"
"M0306_2559","","SPF"
"M0306_2561","RS4",""
"M0307_2554","","SPF"
"M0307_2557","","FIF,SPF"
"M0307_2564","",""
"M0308_2557","","FIF,SPF"
"M0308_2558","","FIF,SPF"
"M0309_2557","","FIF,SPF"
"M0310_2557","","FIF,SPF"
"M0311_2554","","SPF"
"M0312_2556","","CPF"
"M0312_2563","",""
"M0313_2556","","FIF,SPF"
"M0313_2562","RS4",""
"M0314_2556","","SPF"
"M0314_2562","RS4",""
"M0315_2547","","LTF"
"M0315_2554","","FIF,SPF"
"M0315_2556","","SPF"
"M0315_2562","RS4",""
"M0316_2559","","SPF"
"M0317_2561","","FED"
"M0318_2558","","FIF,SPF"
"M0318_2559","","SPF"
"M0318_2561","RS4",""
"M0318_2564","",""
"M0319_2558","","FIF,SPF"
"M0319_2559","","SPF"
"M0319_2561","RS4",""
"M0320_2562","RS4",""
"M0320_2563","",""
"M0322_2555","","CPF"
"M0323_2556","","CPF"
"M0324_2554","","SPF"
"M0324_2555","","FIF,SPF"
"M0324_2556","","SPF"
"M0324_2557","","FIF,SPF"
"M0325_2555","","FIF,SPF"
"M0325_2556","","SPF"
"M0325_2557","","CPF,SPF"
"M0325_2558","","SPF"
"M0326_2554","","SPF"
"M0326_2556","","FIF,SPF"
"M0326_2557","","FIF,SPF"
"M0327_2556","","FED"
"M0327_2557","","FIF,SPF"
"M0327_2564","",""
"M0328_2552","","FIF,SPF"
"M0328_2557","","SPF"
"M0328_2563","",""
"M0329_2552","","FIF,SPF"
"M0330_2552","","FIF,SPF"
"M0331_2558","","FIF,SPF"
"M0331_2562","RS4",""
"M0332_2552","","FIF"
"M0332_2556","","SPF"
"M0332_2562","RS4",""
"M0333_2552","","FIF"
"M0333_2556","","SPF"
"M0333_2561","RS4",""
"M0333_2562","RS4",""
"M0334_2552","","FIF"
"M0334_2555","","FIF,SPF"
"M0334_2559","","SPF"
"M0334_2561","RS4",""
"M0335_2555","","FIF,SPF"
"M0335_2556","","CPF"
"M0335_2559","","SPF"
"M0335_2564","",""
"M0336_2556","","SPF"
"M0336_2557","","FIF,SPF"
"M0337_2550","","MM"
"M0338_2555","","CPF"
"M0338_2556","","SPF"
"M0339_2556","","FIF,SPF"
"M0340_2551","","FIF,SPF"
"M0340_2561","RS4",""
"M0340_2564","",""
"M0341_2551","","FIF,SPF"
"M0341_2561","RS4",""
"M0341_2563","",""
"M0341_2564","",""
"M0342_2554","","FIF,SPF"
"M0342_2561","RS4",""
"M0344_2554","","SPF"
"M0345_2562","","FED"
"M0346_2558","","FIF,SPF"
"M0346_2563","",""
"M0346_2564","",""
"M0347_2559","","SPF"
"M0347_2563","",""
"M0348_2559","","SPF"
"M0349_2557","","CPF,SPF"
"M0349_2563","",""
"M0350_2557","","FIF,SPF"
"M0350_2563","","CIV,FF"
"M0351_2553","","FIF"
"M0351_2557","","FIF,SPF"
"M0351_2562","RS4",""
"M0352_2557","","SPF"
"M0352_2562","RS4",""
"M0352_2564","","FED"
"M0353_2553","","FIF"
"M0353_2561","RS4",""
"M0353_2562","RS4",""
"M0354_2561","RS4",""
"M0357_2552","","FIF"
"M0357_2555","","FIF,SPF"
"M0357_2564","",""
"M0358_2553","","FIF"
"M0358_2555","","FIF,SPF"
"M0358_2559","","SPF"
"M0359_2555","","SPF"
"M0361_2551","","FED"
"M0361_2555","","CPF"
"M0361_2556","","CPF"
"M0361_2558","","FIF,SPF"
"M0361_2561","RS4",""
"M0362_2552","","FIF"
"M0362_2553","","FIF"
"M0362_2554","","FIF,SPF"
"M0362_2556","","SPF"
"M0362_2561","RS4",""
"M0362_2562","RS4",""
"M0363_2561","RS4",""
"M0363_2562","RS4",""
"M0363_2563","",""
"M0364_2556","","FIF,SPF"
"M0364_2562","RS4",""
"M0365_2556","","FIF,SPF"
"M0365_2559","","SPF"
"M0366_2554","","SPF"
"M0366_2559","","SPF"
"M0367_2559","","SPF"
"M0369_2555","","FED"
"M0369_2556","","CPF"
"M0369_2563","",""
"M0370_2557","","SPF"
"M0371_2557","","SPF"
"M0372_2553","","FIF"
"M0372_2557","","FIF,SPF"
"M0372_2561","RS4",""
"M0372_2564","",""
"M0373_2553","","FIF"
"M0373_2557","","FIF,SPF"
"M0373_2558","","SE"
"M0373_2561","RS4",""
"M0374_2556","","CPF"
"M0375_2556","","SPF"
"M0375_2558","","FIF,SPF"
"M0376_2556","","SPF"
"M0377_2555","","SPF"
"M0377_2556","","SSF"
"M0377_2563","",""
"M0378_2555","","FIF,SPF"
"M0378_2556","","FIF,SPF"
"M0380_2553","","FIF,SPF"
"M0380_2554","","SPF"
"M0380_2555","","CPF"
"M0381_2559","","SPF"
"M0381_2563","","FED"
"M0382_2553","","FIF"
"M0382_2554","","SPF"
"M0382_2562","",""
"M0383_2559","","SPF"
"M0383_2561","RS4",""
"M0384_2553","","FIF,SPF"
"M0384_2561","RS4",""
"M0384_2562","RS4",""
"M0384_2563","",""
"M0385_2555","","CPF"
"M0385_2558","","FIF,SPF"
"M0385_2562","RS4",""
"M0386_2562","RS4",""
"M0387_2555","","FIF,SPF"
"M0388_2555","","FIF,SPF"
"M0388_2557","","SPF"
"M0388_2559","","SPF"
"M0389_2552","","FIF"
"M0389_2559","","SPF"
"M0390_2552","","FIF"
"M0390_2557","","FIF,SPF"
"M0391_2552","","FIF"
"M0391_2557","","FIF,SPF"
"M0391_2562","",""
"M0391_2563","",""
"M0392_2552","","FIF,SPF"
"M0392_2555","","SPF"
"M0392_2556","","CPF"
"M0393_2551","","FED"
"M0393_2556","","FIF,SPF"
"M0393_2564","","FED"
"M0394_2550","","FIF,SPF"
"M0394_2556","","SPF"
"M0394_2560","RS4",""
"M0395_2550","","FIF"
"M0395_2556","","SPF"
"M0395_2561","RS4",""
"M0396_2558","","FIF,SPF"
"M0396_2561","RS4",""
"M0396_2563","",""
"M0397_2563","",""
"M0397_2564","",""
"M0397_2566","","FF"
"M0398_2566","","FF"
"M0399_2552","","FIF"
"M0399_2561","RS4",""
"M0399_2563","",""
"M0400_2551","","FIF,SPF"
"M0400_2552","","FIF,SPF"
"M0400_2559","","SPF"
"M0400_2560","RS4",""
"M0400_2561","RS4",""
"M0400_2563","",""
"M0401_2559","","SPF"
"M0402_2558","","FIF"
"M0402_2559","",""
"M0403_2550","","FIF,SPF"
"M0405_2549","","RMF"
"M0405_2553","","FIF"
"M0405_2556","","CPF"
"M0405_2558","","FIF"
"M0405_2564","","FED"
"M0406_2550","","FIF,SPF"
"M0406_2556","","SPF"
"M0406_2558","","FIF"
"M0406_2563","",""
"M0407_2556","","SPF"
"M0407_2561","RS4",""
"M0408_2556","","FIF,SPF"
"M0408_2561","RS4",""
"M0408_2564","",""
"M0409_2553","","FIF"
"M0409_2556","","SPF"
"M0409_2557","","CPF,SPF"
"M0409_2561","RS4",""
"M0410_2557","","SPF"
"M0410_2558","","FED,RMF"
"M0410_2562","RS4",""
"M0411_2556","","SPF"
"M0411_2562","RS4",""
"M0412_2554","","SPF"
"M0412_2556","","SPF"
"M0412_2557","","FIF,SPF"
"M0412_2560","RS4",""
"M0413_2550","","FIF,SPF"
"M0413_2554","","FIF,SPF"
"M0413_2556","","SPF"
"M0413_2560","RS4",""
"M0413_2562","RS4",""
"M0414_2558","","FIF,SPF"
"M0415_2557","","SPF"
"M0415_2561","","GG"
"M0415_2562","",""
"M0415_2563","",""
"M0418_2555","","CPF"
"M0418_2556","","SPF"
"M0419_2556","","SPF"
"M0420_2556","","FIF,SPF"
"M0420_2565","","FED"
"M0421_2559","","SPF"
"M0421_2564","",""
"M0422_2553","","FIF"
"M0422_2559","","SPF"
"M0423_2555","","FIF,SPF"
"M0423_2561","RS4",""
"M0424_2555","","FIF,SPF"
"M0424_2561","RS4",""
"M0425_2559","","IND,LTF"
"M0425_2561","RS4",""
"M0426_2555","","SPF"
"M0426_2563","",""
"M0427_2562","",""
"M0429_2553","","FIF,SPF"
"M0429_2557","","FED,SE"
"M0429_2558","","FIF,SPF"
"M0429_2560","RS4",""
"M0430_2558","",""
"M0430_2560","RS4",""
"M0430_2562","",""
"M0431_2560","","FF"
"M0432_2559","","SPF"
"M0433_2558","","RMF"
"M0433_2559","","SPF"
"M0434_2562","",""
"M0436_2551","","FIF,SPF"
"M0436_2556","","CPF"
"M0437_2551","","FIF,SPF"
"M0437_2556","","FIF,SPF"
"M0437_2557","","CPF,SPF"
"M0437_2558","","FIF,SPF"
"M0437_2563","",""
"M0437_2564","",""
"M0438_2564","",""
"M0439_2557","","SPF"
"M0440_2557","","SPF"
"M0440_2561","","FF"
"M0440_2562","",""
"M0441_2555","","SPF"
"M0441_2557","","FIF,SPF"
"M0441_2559","","SPF"
"M0441_2562","",""
"M0442_2551","","FIF,SPF"
"M0442_2555","","FIF,SPF"
"M0442_2559","","SPF"
"M0442_2562","",""
