"proj_id","risk_spectrum","spec_code"
"M0001_2552","","IND"
"M0004_2558","","SPF"
"M0005_2552","","CPF"
"M0006_2555","","SPF"
"M0006_2561","","FED"
"M0010_2554","","FED,FIF"
"M0016_2550","","CPF"
"M0025_2558","","FIF"
"M0028_2552","","FIF,SPF"
"M0039_2556","","SPF"
"M0040_2552","","FIF,SPF"
"M0041_2552","","FIF,SPF"
"M0046_2555","RS8","FED"
"M0046_2565","","FF,SSF"
"M0051_2552","","FIF,SPF"
"M0052_2555","","SPF"
"M0053_2552","","FIF,SPF"
"M0056_2565","","FED"
"M0057_2551","","FIF,SPF"
"M0057_2554","","SPF"
"M0060_2561","","FED"
"M0062_2550","","CPF"
"M0063_2565","",""
"M0068_2549","","SPF"
"M0069_2557","","SPF"
"M0074_2560","","FF"
"M0077_2557","","FF"
"M0081_2549","","SPF"
"M0086_2564","","FED"
"M0088_2549","","SPF"
"M0091_2552","","FIF,SPF"
"M0102_2551","","SPF"
"M0111_2558","RS5","FED"
"M0114_2552","","CPF"
"M0116_2561","","FED"
"M0117_2555","",""
"M0122_2555","","SPF"
"M0122_2565","","FED,SSF"
"M0135_2552","","FIF,SPF"
"M0138_2552","","SPF"
"M0142_2557","","SPF"
"M0146_2555","",""
"M0147_2552","","FIF,SPF"
"M0148_2553","","FED"
"M0148_2554","","SPF"
"M0157_2559","","FED"
"M0158_2551","","SPF"
"M0160_2564","","FF"
"M0161_2549","","SPF"
"M0162_2551","","FIF,SPF"
"M0163_2551","","FIF,SPF"
"M0164_2551","","FIF,SPF"
"M0166_2560","","FED,SSF"
"M0169_2555","RS8","FED"
"M0172_2563","","IND,SSF"
"M0173_2554","","FIF"
"M0174_2555","","SPF"
"M0175_2561","",""
"M0177_2551","","IND,SE"
"M0187_2565","",""
"M0190_2554","","SPF"
"M0191_2549","","CPF"
"M0192_2549","","CPF"
"M0193_2549","","CPF"
"M0201_2561","","FF,SE"
"M0205_2552","","FIF,SPF"
"M0208_2553","","FIF,SPF"
"M0210_2566","","FF"
"M0228_2557","","SPF"
"M0231_2556","","FIF"
"M0231_2559","","SSF"
"M0245_2551","","FIF,SPF"
"M0246_2551","","FIF,SPF"
"M0255_2557","","SPF"
"M0263_2555","","SPF"
"M0264_2557","","FED"
"M0269_2555","","SPF"
"M0269_2558","","SPF"
"M0277_2554","","SPF"
"M0277_2555","",""
"M0281_2553","","FIF,SPF"
"M0288_2549","","SPF"
"M0294_2564","","FED"
