"proj_id","risk_spectrum","spec_code"
"M0264_2562","",""
"M0271_2559","","SPF"
"M0286_2553","","FED,RMF"
"M0290_2563","",""
"M0291_2555","","SPF"
"M0294_2557","","SPF"
"M0294_2563","","SSF"
"M0295_2553","","SPF"
"M0295_2554","","FF"
"M0297_2555","","FIF,SPF"
"M0300_2558","","SPF"
"M0303_2552","","SPF"
"M0307_2558","RS5",""
"M0311_2551","","FIF,SPF"
"M0312_2559","","SPF"
"M0313_2551","","SPF"
"M0315_2552","","SPF"
"M0316_2554","","SPF"
"M0317_2564","","FF"
"M0328_2550","",""
"M0332_2561","","FF,SE"
"M0334_2553","","SPF"
"M0337_2555","","FIF,SE,SPF"
"M0341_2556","","SPF"
"M0342_2550","","FIF"
"M0346_2551","","SPF"
"M0346_2552","","SPF"
"M0353_2558","","FIF,SPF"
"M0353_2563","","FED,SE,SSF"
"M0355_2564","",""
"M0358_2563","","FF"
"M0360_2555","","FIF,SPF"
"M0370_2560","","FED"
"M0371_2554","","SPF"
"M0371_2560","",""
"M0375_2559","","SPF"
"M0382_2560","","FF"
"M0382_2564","","FF"
"M0385_2553","","FIF,SPF"
"M0386_2553","","SE"
"M0389_2561","RS3","CRF"
"M0392_2557","","SPF"
"M0395_2555","","FIF,SPF"
"M0396_2565","","FED,RMF,SE"
"M0399_2559","",""
"M0400_2550","","SPF"
"M0401_2564","","FED"
"M0404_2553","","FIF,SPF"
"M0406_2553","","FIF,SPF"
"M0409_2555","","FIF,SPF"
"M0412_2559","","SPF"
"M0413_2561","",""
"M0416_2561","",""
"M0417_2556","","SPF"
"M0417_2561","",""
"M0419_2564","","FED"
"M0420_2552","","SPF"
"M0421_2552","","SPF"
"M0422_2563","","FED"
"M0425_2556","","SPF"
"M0427_2553","","FIF,SPF"
"M0428_2553","","SPF"
"M0431_2562","",""
"M0432_2562","",""
"M0434_2555","","SPF"
"M0444_2553","","FIF,SPF"
"M0445_2552","","FIF,SPF"
"M0447_2556","","SPF"
"M0448_2556","","SPF"
"M0452_2557","","SPF"
"M0452_2558","","FIF"
"M0456_2547","","LTF,SSF"
"M0460_2560","RS6","FED"
"M0461_2560","RS5",""
"M0466_2558","RS6",""
"M0466_2563","","FED"
"M0470_2560","","FED"
"M0471_2556","","FIF,SPF"
"M0476_2555","","SPF"
"M0477_2550","","MM"
"M0477_2558","","FED"
"M0478_2551","","SPF"
"M0479_2564","","FED,RMF,SE"
"M0480_2552","","SPF"
"M0481_2551","","SPF"
"M0482_2559","","SPF"
"M0483_2557","","SPF"
"M0486_2550","","FIF,SPF"
"M0489_2564","","FED"
"M0493_2562","",""
"M0495_2556","","SPF"
"M0497_2546","",""
"M0497_2556","","SPF"
"M0498_2554","",""
"M0501_2558","","SPF"
"M0501_2559","","SPF"
"M0503_2552","","FIF,SPF"
"M0504_2551","","CPF"
"M0504_2554","","CPF"
"M0504_2555","","SE,SPF"
"M0505_2553","","SPF"
"M0507_2551","","FIF"
"M0507_2553","","SPF"
"M0510_2554","","SPF"
"M0510_2555","","FIF,SPF"
"M0510_2558","RS5",""
"M0513_2552","","FIF,SPF"
"M0515_2552","","FIF,SPF"
"M0516_2558","","SPF"
"M0517_2556","","SE,SSF"
"M0518_2551","","FIF,SPF"
"M0520_2552","","FIF"
"M0525_2560","","FED"
"M0529_2551","","SPF"
"M0530_2558","","FIF,SPF"
"M0531_2552","","SPF"
"M0531_2558","","SPF"
"M0534_2552","","SPF"
"M0534_2558","","SPF"
"M0536_2551","","SPF"
"M0537_2559","RS7","CIV,SE"
"M0538_2558","RS5",""
"M0542_2555","",""
"M0544_2555","","SPF"
"M0545_2551","","SPF"
"M0545_2558","","FED"
"M0546_2556","","FIF,SPF"
"M0547_2555","","SPF"
"M0550_2563","","FED,RMF"
"M0552_2553","","SPF"
"M0552_2558","RS8","FED"
"M0555_2552","","FIF,SPF"
"M0556_2552","","FF,SE"
"M0568_2552","","SPF"
"M0572_2551","","SPF"
"M0574_2547","",""
"M0575_2560","","IND,LTF"
"M0575_2565","","FED"
"M0579_2559","","FF"
"M0580_2560","","IND,RMF"
"M0588_2556","","FIF,SPF"
"M0589_2553","","FIF,SPF"
"M0589_2558","","FIF,RMF,SE"
"M0591_2563","","FED"
"M0599_2560","RS6",""
"M0601_2560","RS5",""
"M0613_2548","","LTF"
"M0615_2566","","FED"
"M0616_2563","","FED,SSF"
"M0622_2562","",""
"M0625_2559","","SPF"
"M0630_2566","","FED,SSF"
"M0633_2551","","MM,SSF"
"M0633_2558","","FIF"
"M0635_2555","","FIF,SPF"
"M0644_2555","","FIF,SPF"
"M0647_2552","","SE"
"M0649_2555","","FIF,SPF"
"M0650_2551","","SPF"
"M0650_2556","","SPF"
"M0651_2551","","FIF,SPF"
"M0652_2551","","FED,SSF"
"M0653_2551","","FIF,SPF"
"M0654_2551","","FED"
"M0654_2556","","SPF"
"M0656_2555","","FIF,SPF"
"M0657_2555","","FIF,SPF"
"M0658_2557","","FIF,SE,SPF"
"M0660_2566","","FF"
"M0663_2553","","SPF"
"M0666_2553","","SPF"
"M0666_2554","","SPF"
"M0666_2566","","FF"
"M0668_2566","","FF"
"M0672_2558","","FIF,SPF"
"M0681_2546","","VF"
"M0682_2555","","FIF,SPF"
"M0684_2550","","FED"
"M0688_2557","","FIF,SPF"
"M0694_2552","","FIF,SPF"
"M0699_2554","","SPF"
"M0699_2559","","CIV,SE"
"M0701_2552","","FIF,SPF"
"M0706_2556","","SPF"
"M0716_2552","","SPF"
"M0723_2551","","SPF"
"M0735_2553","","SPF"
"M0737_2557","","SPF"
"M0738_2562","",""
"M0742_2554","","SPF"
"M0768_2565","","FED,SSF"
"M0789_2555","","FIF,SPF"
"M0790_2554","","FF"
"M0794_2548","","FF"
"M0794_2554","","SPF"
"M0797_2553","","SPF"
"M0799_2553","","FIF,SNF,SPF"
"M0807_2555","","SPF"
"M0808_2555","","SPF"
"M0812_2553","","FIF,SPF"
"M0814_2553","","SPF"
"M0820_2554","","SE,SPF"
"M0830_2548","","CRF,RMF"
"M0834_2557","RS5",""
"M0836_2566","","TESG"
"M0838_2556","","SPF"
"M0844_2557","","SPF"
"M0848_2553","","SPF"
"M0849_2566","","TESG"
"M0851_2557","","SPF"
"M0857_2553","","FIF,SPF"
"M0868_2555","","SPF"
"M0871_2553","","FIF,SPF"
"M0901_2548","RS4",""
"M0905_2554","","SPF"
"M0910_2553","","SPF"
"M0918_2555","","SPF"
"M0918_2556","","SPF"
"M0919_2555","","SPF"
"M0922_2553","","FIF,SE,SPF"
"M0924_2554","","SPF"
"M0929_2553","","FIF,SNF,SPF"
"M0933_2547","","SSF"
"M0938_2554","","CPF"
"M0957_2554","","SPF"
"M0963_2553","","SPF"
"M0986_2553","","SPF"
"M0997_2553","","MM"
"M1025_2553","","FIF,SPF"
"M1031_2553","",""
"M1033_2553","","FIF,GF,SPF"
"M1105_2557","","SPF"
