"nav_date","net_asset","last_val","sell_price","buy_price","sell_swap_price","buy_swap_price"
"2021-06-15","824981120.66","9.9233","0.0","0.0","0.0","0.0"
"2021-06-16","824739933.82","9.9204","0.0","0.0","0.0","0.0"
"2021-06-18","811652553.42","9.763","0.0","0.0","0.0","0.0"
"2021-06-21","811471429.77","9.7608","0.0","0.0","0.0","0.0"
"2021-06-22","823325294.3","9.9034","10.0095","9.9034","9.9034","10.0095"
"2021-06-23","912297812.59","9.9609","10.0676","9.9609","9.9609","10.0676"
"2021-06-24","964062902.55","10.1102","10.2185","10.1102","10.1102","10.2185"
"2021-06-25","1004469502.22","10.137","10.2456","10.137","10.137","10.2456"
"2021-06-28","1099210367.69","10.296","10.4063","10.296","10.296","10.4063"
"2021-06-29","1187591621.96","10.3825","10.4937","10.3825","10.3825","10.4937"
"2021-06-30","1255178249.02","10.3635","10.4745","10.3635","10.3635","10.4745"
"2021-07-01","1308727712.08","10.249","10.3588","10.249","10.249","10.3588"
"2021-07-02","1501217301.22","10.3274","10.438","10.3274","10.3274","10.438"
"2021-07-05","1638490987.81","10.3463","0.0","0.0","0.0","0.0"
"2021-07-06","1634433972.55","10.3207","10.4312","10.3207","10.3207","10.4312"
"2021-07-07","1771230993.32","10.1963","10.3055","10.1963","10.1963","10.3055"
"2021-07-08","1858134092.86","10.1143","10.2226","10.1143","10.1143","10.2226"
"2021-07-09","1953515970.69","10.2614","10.3713","10.2614","10.2614","10.3713"
"2021-07-12","2092917855.95","10.3741","10.4852","10.3741","10.3741","10.4852"
"2021-07-13","2173258013.23","10.4507","10.5626","10.4507","10.4507","10.5626"
"2021-07-14","2211659645.24","10.4294","10.5411","10.4294","10.4294","10.5411"
"2021-07-15","2188287090.8","10.2477","10.3575","10.2477","10.2477","10.3575"
"2021-07-16","2188554733.2","10.0376","10.1451","10.0376","10.0376","10.1451"
"2021-07-19","2274697124.86","9.9533","10.0599","9.9533","9.9533","10.0599"
"2021-07-20","2332133977.32","9.9875","10.0945","9.9875","9.9875","10.0945"
"2021-07-21","2494673702.28","10.2377","10.3473","10.2377","10.2377","10.3473"
"2021-07-22","2533009251.12","10.246","10.3557","10.246","10.246","10.3557"
"2021-07-23","2585708811.52","10.3208","10.4313","10.3208","10.3208","10.4313"
"2021-07-27","2529952670.46","10.0634","10.1712","10.0634","10.0634","10.1712"
"2021-07-29","2665333455.91","10.45","10.5619","10.45","10.45","10.5619"
"2021-07-30","2657902466.85","10.4713","10.5834","10.4713","10.4713","10.5834"
"2021-08-02","2728280537.7","10.7345","10.8495","10.7345","10.7345","10.8495"
"2021-08-03","2621252512.58","10.6171","10.7308","10.6171","10.6171","10.7308"
"2021-08-04","2423178795.77","10.8369","10.953","10.8369","10.8369","10.953"
"2021-08-05","2244340370.05","10.8711","10.9875","10.8711","10.8711","10.9875"
"2021-08-06","2161730178.73","10.8654","10.9818","10.8654","10.8654","10.9818"
"2021-08-09","2079057991.41","10.837","10.9531","10.837","10.837","10.9531"
"2021-08-10","1980391342.89","10.6675","10.7817","10.6675","10.6675","10.7817"
"2021-08-11","1981433824.47","10.5742","10.6874","10.5742","10.5742","10.6874"
"2021-08-13","2110469555.67","10.586","10.6994","10.586","10.586","10.6994"
"2021-08-16","2172155271.88","10.5045","10.617","10.5045","10.5045","10.617"
"2021-08-17","2223923160.57","10.3393","10.45","10.3393","10.3393","10.45"
"2021-08-18","2300161758.27","10.3257","10.4363","10.3257","10.3257","10.4363"
"2021-08-19","2372287071.74","10.2939","10.4041","10.2939","10.2939","10.4041"
"2021-08-20","2444906470.47","10.3428","10.4536","10.3428","10.3428","10.4536"
"2021-08-23","2638898828.23","10.5857","10.6991","10.5857","10.5857","10.6991"
"2021-08-24","2725568385.93","10.5957","10.7092","10.5957","10.5957","10.7092"
"2021-08-25","2815548754.88","10.6854","10.7998","10.6854","10.6854","10.7998"
"2021-08-26","2812474555.01","10.6422","10.7562","10.6422","10.6422","10.7562"
"2021-08-27","2887888424.11","10.81","10.9258","10.81","10.81","10.9258"
"2021-08-30","2908182933.63","10.7913","0.0","0.0","0.0","0.0"
"2021-08-31","2902360919.25","10.7697","10.885","10.7697","10.7697","10.885"
"2021-09-01","2776452034.15","10.8249","10.9408","10.8249","10.8249","10.9408"
"2021-09-02","2759866231.04","10.8472","10.9634","10.8472","10.8472","10.9634"
"2021-09-03","2745672554.19","10.9234","11.0404","10.9234","10.9234","11.0404"
"2021-09-06","2821691265.69","10.9836","0.0","0.0","0.0","0.0"
"2021-09-07","2792182004.74","10.8687","10.9851","10.8687","10.8687","10.9851"
"2021-09-08","2599525321.06","10.7279","10.8428","10.7279","10.7279","10.8428"
"2021-09-09","2581680630.73","10.8069","10.9226","10.8069","10.8069","10.9226"
"2021-09-10","2693282400.05","10.9218","11.0388","10.9218","10.9218","11.0388"
"2021-09-13","2740287628.84","10.8593","10.9756","10.8593","10.8593","10.9756"
"2021-09-14","2864494229.51","11.0044","11.1222","11.0044","11.0044","11.1222"
"2021-09-15","2865715978.39","10.9284","11.0454","10.9284","10.9284","11.0454"
"2021-09-16","2765991733.21","10.9186","11.0355","10.9186","10.9186","11.0355"
"2021-09-17","2697238606.14","10.8434","10.9595","10.8434","10.8434","10.9595"
"2021-09-20","2658497210.12","10.5985","10.712","10.5985","10.5985","10.712"
"2021-09-21","2686458833.17","10.6696","10.7839","10.6696","10.6696","10.7839"
"2021-09-22","2727504874.62","10.7769","10.8923","10.7769","10.7769","10.8923"
"2021-09-23","2876405024.56","10.9339","11.051","10.9339","10.9339","11.051"
"2021-09-27","2936692282.42","10.8738","10.9903","10.8738","10.8738","10.9903"
"2021-09-28","2875165927.13","10.5184","10.631","10.5184","10.5184","10.631"
"2021-09-29","2856356821.62","10.3201","10.4306","10.3201","10.3201","10.4306"
"2021-09-30","2949208336.96","10.3827","10.4939","10.3827","10.3827","10.4939"
"2021-10-05","2985800534.38","10.2244","10.3339","10.2244","10.2244","10.3339"
"2021-10-06","2975644525.35","10.1264","10.2349","10.1264","10.1264","10.2349"
"2021-10-08","3081630298.49","10.2971","10.4074","10.2971","10.2971","10.4074"
"2021-10-11","3121032475.16","10.3349","0.0","0.0","0.0","0.0"
"2021-10-12","3044767310.67","10.0823","10.1903","10.0823","10.0823","10.1903"
"2021-10-14","3168245056.1","10.3986","10.51","10.3986","10.3986","10.51"
"2021-10-15","3217822945.8","10.5268","10.6395","10.5268","10.5268","10.6395"
"2021-10-18","3256510720.02","10.5841","10.6975","10.5841","10.5841","10.6975"
"2021-10-19","3325888800.25","10.6878","10.8023","10.6878","10.6878","10.8023"
"2021-10-20","3343241788.96","10.7295","10.8444","10.7295","10.7295","10.8444"
"2021-10-21","3340227990.67","10.7191","10.8339","10.7191","10.7191","10.8339"
"2021-10-25","3358154312.62","10.7556","10.8708","10.7556","10.7556","10.8708"
"2021-10-26","3371799267.37","10.7824","10.8979","10.7824","10.7824","10.8979"
"2021-10-27","3324766498.1","10.7625","10.8778","10.7625","10.7625","10.8778"
"2021-10-28","3350348087.18","10.836","10.952","10.836","10.836","10.952"
"2021-10-29","3366225869.14","10.8549","10.9711","10.8549","10.8549","10.9711"
"2021-11-01","3380742774.21","10.9578","11.0751","10.9578","10.9578","11.0751"
"2021-11-02","3465723012.18","11.1173","11.2364","11.1173","11.1173","11.2364"
"2021-11-03","3451377248.5","11.1558","11.2753","11.1558","11.1558","11.2753"
"2021-11-05","3074667131.26","11.8278","11.9545","11.8278","11.8278","11.9545"
"2021-11-08","2506166596.86","11.9259","12.0536","11.9259","11.9259","12.0536"
"2021-11-09","2154326849.17","11.968","12.0962","11.968","11.968","12.0962"
"2021-11-10","1886280750.38","11.7752","11.9013","11.7752","11.7752","11.9013"
"2021-11-11","1756905170.41","11.8038","0.0","0.0","0.0","0.0"
"2021-11-12","1776985230.63","11.9387","12.0665","11.9387","11.9387","12.0665"
"2021-11-15","1710743089.6","11.9277","12.0554","11.9277","11.9277","12.0554"
"2021-11-16","1736363407.56","11.9787","12.107","11.9787","11.9787","12.107"
"2021-11-17","1759678237.32","12.0893","12.2188","12.0893","12.0893","12.2188"
"2021-11-18","1773499205.29","12.2083","12.339","12.2083","12.2083","12.339"
"2021-11-19","1787655140.38","12.2956","12.4273","12.2956","12.2956","12.4273"
"2021-11-22","1849041957.51","12.4006","12.5334","12.4006","12.4006","12.5334"
"2021-11-23","1781555800.28","11.9652","12.0933","11.9652","11.9652","12.0933"
"2021-11-24","1797064416.13","12.0643","12.1935","12.0643","12.0643","12.1935"
"2021-11-25","1889645799.8","12.2378","0.0","0.0","0.0","0.0"
"2021-11-26","1822686596.06","11.8041","11.9305","11.8041","11.8041","11.9305"
"2021-11-29","1939411925.25","12.1103","12.24","12.1103","12.1103","12.24"
"2021-11-30","2008084429.4","12.0791","12.2084","12.0791","12.0791","12.2084"
"2021-12-01","2141633988.92","12.4246","12.5576","12.4246","12.4246","12.5576"
"2021-12-02","2073077626.18","11.8911","12.0184","11.8911","11.8911","12.0184"
"2021-12-03","1863217233.06","11.8819","12.0091","11.8819","11.8819","12.0091"
"2021-12-07","2020830495.44","12.3797","12.5123","12.3797","12.3797","12.5123"
