"proj_id","risk_spectrum","spec_code","proj_retail_type"
"M0326_2554","","SPF","R"
"M0326_2556","","FIF,SPF","R"
"M0326_2557","","FIF,SPF","R"
"M0326_2566","","","R"
"M0327_2549","","","R"
"M0327_2556","","FED","R"
"M0327_2557","","FIF,SPF","H"
"M0327_2564","","","B"
"M0328_2552","","FIF,SPF","R"
"M0328_2557","","SPF","R"
"M0328_2563","","","H"
"M0329_2552","","FIF,SPF","R"
"M0330_2552","","FIF,SPF","R"
"M0331_2558","","FIF,SPF","H"
"M0331_2562","RS4","","R"
"M0332_2552","","FIF","R"
"M0332_2556","","SPF","R"
"M0332_2562","RS4","","R"
"M0333_2552","","FIF","R"
"M0333_2556","","SPF","R"
"M0333_2561","RS4","","R"
"M0333_2562","RS4","","R"
"M0334_2552","","FIF","R"
"M0334_2555","","FIF,SPF","R"
"M0334_2559","","SPF","H"
"M0334_2561","RS4","","R"
"M0335_2555","","FIF,SPF","R"
"M0335_2556","","CPF","R"
"M0335_2559","","SPF","H"
"M0335_2564","","","B"
"M0336_2549","","",""
"M0336_2550","","",""
"M0336_2556","","SPF","R"
"M0336_2557","","FIF,SPF","H"
"M0336_2560","","","R"
"M0336_2565","","","B"
"M0337_2549","","",""
"M0337_2550","","MM","R"
"M0337_2560","","","R"
"M0338_2549","","","R"
"M0338_2555","","CPF","R"
"M0338_2556","","SPF","R"
"M0339_2549","","","R"
"M0339_2556","","FIF,SPF","R"
"M0340_2551","","FIF,SPF","R"
"M0340_2561","RS4","","R"
"M0340_2564","","","B"
"M0341_2551","","FIF,SPF","R"
"M0341_2561","RS4","","R"
"M0341_2563","","","H"
"M0341_2564","","","B"
"M0341_2566","","","R"
"M0342_2554","","FIF,SPF","R"
"M0342_2561","RS4","","R"
"M0343_2553","","","R"
"M0344_2554","","SPF","R"
"M0345_2562","","FED","R"
"M0345_2565","","","B"
"M0346_2558","","FIF,SPF","H"
"M0346_2563","","","R"
"M0346_2564","","","B"
"M0347_2553","","","R"
"M0347_2559","","SPF","H"
"M0347_2563","","","R"
"M0348_2559","","SPF","H"
"M0348_2560","","","R"
"M0349_2557","","CPF,SPF","R"
"M0349_2560","","","R"
"M0349_2563","","","H"
"M0350_2557","","FIF,SPF","R"
"M0350_2563","","CIV,FF","R"
"M0351_2553","","FIF","R"
"M0351_2557","","FIF,SPF","H"
"M0351_2562","RS4","","R"
"M0352_2557","","SPF","H"
"M0352_2562","RS4","","R"
"M0352_2564","","FED","R"
"M0353_2553","","FIF","R"
"M0353_2561","RS4","","R"
"M0353_2562","RS4","","R"
"M0354_2561","RS4","","R"
"M0356_2560","","","H"
"M0357_2552","","FIF","R"
"M0357_2555","","FIF,SPF","R"
"M0357_2560","","","R"
"M0357_2564","","","B"
"M0358_2553","","FIF","R"
"M0358_2555","","FIF,SPF","R"
"M0358_2559","","SPF","H"
"M0358_2560","","","R"
"M0359_2546","","",""
"M0359_2555","","SPF","R"
"M0361_2551","","FED","R"
"M0361_2555","","CPF","R"
"M0361_2556","","CPF","R"
"M0361_2558","","FIF,SPF","H"
"M0361_2561","RS4","","R"
"M0362_2552","","FIF","R"
"M0362_2553","","FIF","R"
"M0362_2554","","FIF,SPF","R"
"M0362_2556","","SPF","R"
"M0362_2561","RS4","","R"
"M0362_2562","RS4","","R"
"M0363_2547","","",""
"M0363_2561","RS4","","R"
"M0363_2562","RS4","","R"
"M0363_2563","","","H"
"M0364_2556","","FIF,SPF","R"
"M0364_2562","RS4","","R"
"M0365_2556","","FIF,SPF","R"
"M0365_2559","","SPF","H"
"M0365_2560","","","R"
"M0365_2566","","","B"
"M0366_2554","","SPF","R"
"M0366_2559","","SPF","H"
"M0366_2560","","","R"
"M0367_2559","","SPF","R"
"M0369_2555","","FED","R"
"M0369_2556","","CPF","R"
"M0369_2563","","","H"
"M0370_2557","","SPF","R"
"M0370_2565","","","R"
"M0371_2557","","SPF","H"
"M0372_2553","","FIF","R"
"M0372_2557","","FIF,SPF","H"
"M0372_2561","RS4","","R"
"M0372_2564","","","B"
"M0373_2553","","FIF","R"
"M0373_2557","","FIF,SPF","H"
"M0373_2558","","SE","R"
"M0373_2561","RS4","","R"
"M0374_2556","","CPF","R"
"M0375_2556","","SPF","R"
"M0375_2558","","FIF,SPF","H"
"M0376_2556","","SPF","R"
"M0376_2565","","","H"
"M0377_2555","","SPF","R"
"M0377_2556","","SSF","R"
"M0377_2563","","","H"
"M0378_2555","","FIF,SPF","R"
"M0378_2556","","FIF,SPF","R"
"M0380_2553","","FIF,SPF","R"
"M0380_2554","","SPF","R"
"M0380_2555","","CPF","R"
"M0381_2559","","SPF","H"
"M0381_2563","","FED","R"
"M0382_2553","","FIF","R"
"M0382_2554","","SPF","R"
"M0382_2562","","","X"
"M0383_2559","","SPF","H"
"M0383_2561","RS4","","R"
"M0383_2566","","","R"
"M0384_2553","","FIF,SPF","R"
"M0384_2561","RS4","","R"
"M0384_2562","RS4","","R"
"M0384_2563","","","H"
"M0385_2545","","",""
"M0385_2555","","CPF","R"
"M0385_2558","","FIF,SPF","H"
"M0385_2562","RS4","","R"
"M0386_2562","RS4","","R"
"M0387_2553","","","R"
"M0387_2555","","FIF,SPF","R"
"M0388_2555","","FIF,SPF","R"
"M0388_2557","","SPF","H"
"M0388_2559","","SPF","H"
"M0389_2545","","",""
"M0389_2552","","FIF","R"
"M0389_2559","","SPF","H"
"M0389_2565","","","R"
"M0390_2552","","FIF","R"
"M0390_2557","","FIF,SPF","H"
"M0390_2566","","","R"
"M0391_2552","","FIF","R"
"M0391_2557","","FIF,SPF","R"
"M0391_2562","","","R"
"M0391_2563","","","H"
"M0392_2552","","FIF,SPF","R"
"M0392_2555","","SPF","R"
"M0392_2556","","CPF","R"
"M0393_2551","","FED","R"
"M0393_2556","","FIF,SPF","R"
"M0393_2564","","FED","X"
"M0394_2550","","FIF,SPF","R"
"M0394_2556","","SPF","R"
"M0394_2560","RS4","","R"
"M0395_2545","","",""
"M0395_2550","","FIF","R"
"M0395_2556","","SPF","R"
"M0395_2561","RS4","","R"
"M0396_2558","","FIF,SPF","H"
"M0396_2561","RS4","","R"
"M0396_2563","","","R"
"M0397_2563","","","R"
"M0397_2564","","","B"
"M0397_2566","","FF","X"
"M0398_2546","","",""
"M0398_2566","","FF","X"
"M0399_2545","","",""
"M0399_2552","","FIF","R"
"M0399_2561","RS4","","R"
"M0399_2563","","","R"
"M0399_2565","","","B"
"M0399_2566","","","B"
"M0400_2551","","FIF,SPF","R"
"M0400_2552","","FIF,SPF","R"
"M0400_2559","","SPF","R"
"M0400_2560","RS4","","R"
"M0400_2561","RS4","","R"
"M0400_2563","","","R"
"M0401_2559","","SPF","R"
"M0402_2558","","FIF","R"
"M0402_2559","","","R"
"M0403_2550","","FIF,SPF","R"
"M0405_2549","","RMF","R"
"M0405_2553","","FIF","R"
"M0405_2556","","CPF","R"
"M0405_2558","","FIF","R"
"M0405_2564","","FED","X"
"M0406_2549","","",""
"M0406_2550","","FIF,SPF","R"
"M0406_2556","","SPF","R"
"M0406_2558","","FIF","R"
"M0406_2563","","","H"
"M0407_2556","","SPF","R"
"M0407_2561","RS4","","R"
"M0408_2556","","FIF,SPF","R"
"M0408_2561","RS4","","R"
"M0408_2564","","","B"
"M0409_2553","","FIF","R"
"M0409_2556","","SPF","R"
"M0409_2557","","CPF,SPF","R"
"M0409_2561","RS4","","R"
"M0410_2557","","SPF","H"
"M0410_2558","","FED,RMF","R"
"M0410_2562","RS4","","R"
"M0411_2556","","SPF","R"
"M0411_2562","RS4","","R"
"M0412_2554","","SPF","R"
"M0412_2556","","SPF","R"
"M0412_2557","","FIF,SPF","H"
"M0412_2560","RS4","","R"
"M0413_2550","","FIF,SPF","R"
"M0413_2554","","FIF,SPF","R"
"M0413_2556","","SPF","R"
"M0413_2560","RS4","","R"
"M0413_2562","RS4","","R"
"M0414_2558","","FIF,SPF","H"
"M0415_2557","","SPF","R"
"M0415_2561","","GG","R"
"M0415_2562","","","R"
"M0415_2563","","","H"
"M0417_2566","","","R"
"M0418_2555","","CPF","R"
"M0418_2556","","SPF","R"
"M0419_2556","","SPF","R"
"M0420_2556","","FIF,SPF","R"
"M0420_2565","","FED","X"
"M0421_2559","","SPF","R"
"M0421_2564","","","B"
"M0422_2553","","FIF","R"
"M0422_2559","","SPF","R"
"M0423_2555","","FIF,SPF","R"
"M0423_2561","RS4","","R"
"M0424_2555","","FIF,SPF","R"
"M0424_2561","RS4","","R"
"M0425_2559","","IND,LTF","R"
"M0425_2561","RS4","","R"
"M0426_2555","","SPF","R"
"M0426_2563","","","H"
"M0426_2565","","","B"
"M0427_2562","","","V"
"M0429_2553","","FIF,SPF","R"
"M0429_2557","","FED,SE","R"
"M0429_2558","","FIF,SPF","H"
"M0429_2560","RS4","","R"
"M0430_2558","","","R"
"M0430_2560","RS4","","R"
"M0430_2562","","","V"
"M0430_2566","","","R"
"M0431_2560","","FF","R"
"M0432_2559","","SPF","R"
"M0433_2558","","RMF","R"
"M0433_2559","","SPF","R"
"M0434_2562","","","V"
"M0436_2551","","FIF,SPF","R"
"M0436_2556","","CPF","R"
"M0437_2551","","FIF,SPF","R"
"M0437_2556","","FIF,SPF","R"
"M0437_2557","","CPF,SPF","R"
"M0437_2558","","FIF,SPF","H"
"M0437_2563","","","H"
"M0437_2564","","","B"
"M0438_2564","","","B"
"M0439_2557","","SPF","R"
"M0440_2557","","SPF","R"
"M0440_2561","","FF","R"
"M0440_2562","","","R"
"M0441_2555","","SPF","R"
"M0441_2557","","FIF,SPF","R"
"M0441_2559","","SPF","R"
"M0441_2562","","","R"
"M0442_2551","","FIF,SPF","R"
"M0442_2555","","FIF,SPF","R"
"M0442_2559","","SPF","R"
"M0442_2562","","","R"
"M0443_2551","","FIF,SPF","R"
"M0443_2555","","CPF","R"
"M0444_2555","","FIF,SPF","R"
"M0444_2560","RS4","","R"
"M0444_2561","","","A"
"M0445_2560","RS4","","R"
"M0445_2561","RS4","","R"
"M0445_2566","","","B"
"M0446_2560","RS4","","A"
"M0446_2561","RS4","","R"
"M0446_2563","","","H"
"M0447_2551","","FED","R"
"M0448_2550","","","R"
"M0448_2566","","FED","X"
"M0449_2554","","FIF,SNF,SPF","R"
"M0450_2552","","SPF","R"
"M0450_2560","RS4","","A"
"M0450_2566","","","R"
"M0451_2553","","FIF","R"
"M0451_2561","RS4","","R"
"M0451_2562","","","R"
"M0452_2561","RS4","","R"
"M0453_2557","","CPF,SPF","R"
"M0453_2562","","","R"
"M0454_2550","","FIF,SPF","R"
"M0454_2557","","SPF","R"
"M0455_2548","","",""
"M0455_2557","","FIF,SPF","H"
"M0455_2561","","FED","X"
"M0455_2564","","","B"
"M0456_2548","","",""
"M0456_2556","","SPF","R"
"M0456_2557","","FIF,SPF","R"
"M0456_2559","","SPF","R"
"M0456_2563","","","H"
"M0456_2564","","","B"
"M0457_2548","","",""
"M0457_2551","","FIF,SPF","R"
"M0457_2556","","CPF","R"
"M0457_2559","","SPF","R"
"M0458_2551","","FIF,SPF","R"
"M0458_2554","","SPF","R"
"M0458_2556","","SPF","R"
"M0458_2560","RS4","","R"
"M0458_2563","","","H"
"M0458_2566","","","B"
"M0459_2556","","SPF","R"
"M0459_2560","RS4","","R"
"M0459_2561","RS4","","R"
"M0460_2556","","FIF,SPF","R"
"M0460_2561","RS4","","R"
"M0460_2564","","","B"
"M0461_2555","","CPF","R"
"M0461_2564","","","B"
"M0462_2555","","SPF","R"
"M0462_2556","","FIF","R"
"M0463_2555","","FIF,SPF","R"
"M0463_2559","","LTF","R"
"M0465_2550","","FIF,SPF","R"
"M0465_2565","","","R"
"M0467_2555","","FIF,SPF","R"
"M0467_2559","","FED","R"
"M0468_2557","","SPF","R"
"M0468_2563","","FED,RMF","R"
"M0469_2557","","SPF","R"
"M0470_2557","","FIF,SPF","H"
"M0470_2558","","FIF,SPF","H"
"M0470_2563","","FED,RMF","R"
"M0472_2560","RS4","","R"
"M0473_2560","","","R"
"M0474_2560","","FED","H"
"M0474_2564","","","B"
"M0475_2556","","CPF","R"
"M0475_2559","","SPF","R"
"M0475_2564","","","B"
"M0475_2565","","","B"
"M0476_2556","","SPF","R"
"M0476_2563","","","H"
"M0477_2553","","FIF,SPF","R"
"M0477_2556","","SPF","R"
"M0477_2559","","SPF","R"
"M0477_2561","RS4","","R"
"M0478_2556","","SPF","R"
"M0478_2558","","FIF,SPF","H"
"M0478_2561","RS4","","R"
"M0479_2566","","","R"
"M0480_2564","","","B"
"M0481_2554","","SPF","R"
"M0481_2564","","","B"
"M0482_2554","","ETF,GF","R"
"M0482_2560","RS4","","R"
"M0482_2564","","","B"
"M0483_2551","","FIF,SPF","R"
"M0483_2552","","FIF","R"
"M0483_2560","RS4","","R"
"M0483_2564","","","B"
"M0483_2566","","","B"
"M0484_2550","","FIF,SPF","R"
"M0484_2552","","FIF","R"
"M0484_2561","RS4","","R"
"M0485_2550","","FIF,SPF","R"
"M0485_2552","","FIF","R"
"M0485_2561","RS4","","R"
"M0485_2562","","","R"
"M0486_2551","","FIF","R"
"M0486_2562","","","R"
"M0488_2550","","","R"
"M0488_2555","","CPF","R"
"M0488_2557","","SPF","R"
"M0488_2558","","FIF,SPF","H"
"M0489_2550","","FIF,SPF","R"
"M0489_2554","","FIF,SPF","R"
"M0489_2557","","FIF,SPF","H"
"M0490_2550","","","R"
"M0490_2555","","SPF","R"
"M0490_2556","","CPF","R"
"M0490_2564","","","B"
"M0491_2554","","SPF","R"
"M0491_2556","","SPF","R"
"M0491_2564","","","B"
"M0491_2565","","","B"
"M0492_2553","","FIF","R"
"M0492_2555","","FIF,SPF","R"
"M0492_2556","","SPF","R"
"M0492_2559","","SPF","R"
"M0492_2564","","","B"
"M0493_2556","","FIF,SPF","R"
"M0493_2559","","SPF","R"
"M0493_2564","","","B"
"M0494_2563","","","H"
"M0495_2561","RS4","","R"
"M0495_2562","","","R"
"M0496_2553","","FIF","R"
"M0496_2561","RS4","","R"
"M0496_2562","","","R"
"M0497_2560","RS4","","R"
"M0497_2561","RS4","","R"
"M0498_2560","RS4","","R"
"M0498_2563","","","H"
"M0500_2565","","","R"
"M0502_2566","","","R"
"M0503_2558","","FIF,SPF","H"
"M0503_2566","","","B"
"M0504_2552","","FIF","R"
"M0504_2561","RS4","","R"
"M0505_2552","","FIF","R"
"M0505_2558","","FED","R"
"M0505_2561","RS4","","R"
"M0506_2552","","FIF","R"
"M0506_2559","","SPF","R"
"M0507_2557","","SPF","R"
"M0508_2557","","SPF","R"
"M0508_2558","","FIF,SPF","H"
"M0509_2557","","FIF,SPF","H"
"M0510_2557","","FIF,SPF","H"
"M0510_2562","","","R"
"M0510_2563","","","H"
"M0511_2554","","SPF","R"
"M0511_2559","","LTF","R"
"M0511_2562","","","R"
"M0511_2565","","FED,SSF","R"
"M0512_2563","","FED,RMF","R"
"M0513_2550","","FIF,SPF","R"
"M0513_2554","","FIF,SPF","R"
"M0513_2555","","CPF","R"
"M0513_2560","RS4","","R"
"M0513_2561","RS4","","R"
"M0513_2566","","","R"
"M0514_2560","RS4","","R"
"M0514_2561","RS4","","R"
"M0514_2563","","","R"
"M0515_2563","","","R"
"M0516_2563","","","R"
"M0517_2555","","SPF","R"
"M0517_2563","","","R"
"M0518_2555","","FIF,SPF","R"
"M0518_2556","","CPF","R"
"M0519_2555","","FIF,SPF","R"
"M0519_2556","","SPF","R"
"M0519_2558","","FIF,SPF","H"
"M0519_2559","","SPF","R"
"M0519_2561","","GG","R"
"M0520_2556","","SPF","R"
"M0520_2559","","SPF","R"
"M0520_2561","RS4","","R"
"M0520_2566","","","B"
"M0521_2556","","SPF","R"
"M0521_2561","RS4","","R"
"M0521_2562","","FED","X"
"M0521_2565","","","B"
"M0522_2561","RS4","","R"
"M0523_2552","","FIF","R"
"M0523_2560","","","R"
"M0523_2563","","","H"
"M0524_2546","","",""
"M0524_2552","","FIF,SPF","R"
"M0524_2560","RS4","","R"
"M0525_2557","","FIF,SPF","H"
"M0526_2551","","FIF,SPF","R"
"M0526_2565","","","R"
"M0527_2551","","FIF,SPF","R"
"M0527_2556","","","R"
"M0527_2560","","RMF","R"
"M0527_2564","","FED","X"
"M0528_2551","","FIF,SPF","R"
"M0529_2563","","FF,RMF","R"
"M0530_2556","","FIF,SPF","H"
"M0530_2562","","","R"
"M0531_2556","","CPF","R"
"M0531_2564","","","B"
"M0531_2566","","","B"
"M0532_2563","","","H"
"M0532_2564","","","B"
"M0533_2556","","SPF","R"
"M0533_2559","","SPF","H"
"M0534_2556","","SPF","R"
"M0534_2559","","SPF","H"
"M0535_2555","","CPF","R"
"M0535_2556","","SPF","R"
"M0535_2561","RS4","","R"
"M0535_2565","","","B"
"M0536_2555","","FIF,SPF","R"
"M0536_2557","","SPF","R"
"M0536_2560","RS4","","R"
"M0536_2561","RS4","","R"
"M0537_2555","","SPF","R"
"M0537_2557","","SPF","R"
"M0537_2560","RS4","","R"
"M0537_2564","","","B"
"M0537_2566","","","R"
"M0538_2555","","FIF,SPF","R"
"M0538_2557","","FIF,SPF","H"
"M0539_2552","","FIF","R"
"M0539_2557","","FIF,SPF","H"
"M0540_2552","","FIF","R"
"M0542_2558","","FIF,SPF","H"
"M0542_2563","","","H"
"M0544_2546","","",""
"M0544_2556","","CPF","R"
"M0544_2566","","","B"
"M0545_2563","","CIV,FF,RMF","R"
"M0546_2560","RS4","","R"
"M0547_2560","RS4","","R"
"M0550_2562","","","R"
"M0551_2553","","FIF","R"
"M0551_2555","","CPF","R"
"M0551_2562","","","R"
"M0552_2555","","SPF","R"
"M0552_2557","","SPF","R"
"M0552_2560","RS4","","R"
"M0552_2565","","FED,RMF","R"
"M0553_2553","","FIF","R"
"M0553_2555","","FIF,SPF","R"
"M0553_2557","","FIF,SPF","H"
"M0553_2560","RS4","","R"
"M0554_2557","","SPF","R"
"M0555_2551","","","R"
"M0555_2555","","FIF,SPF","R"
"M0556_2559","","SPF","R"
"M0557_2559","","SPF","R"
"M0558_2553","","FIF","R"
"M0559_2562","","","R"
"M0559_2563","","","H"
"M0560_2562","","","R"
"M0561_2554","","SPF","R"
"M0561_2566","","","B"
"M0562_2554","","FIF,SPF","R"
"M0562_2556","","CPF","R"
"M0563_2556","","SPF","R"
"M0563_2565","","","R"
"M0564_2556","","SPF","R"
"M0565_2556","","SPF","R"
"M0565_2560","RS4","","R"
"M0566_2556","","SPF","R"
"M0566_2558","","FIF,SPF","H"
"M0566_2560","RS4","","R"
"M0567_2556","","SPF","R"
"M0567_2560","","","R"
"M0567_2563","","","H"
"M0568_2553","","FIF","R"
"M0569_2556","","SPF","R"
"M0570_2556","","SPF","R"
"M0571_2552","","","R"
"M0571_2553","","FIF","R"
"M0571_2556","","SPF","R"
"M0571_2562","","","R"
"M0572_2556","","SPF","R"
"M0572_2559","","SPF","R"
"M0572_2562","","","R"
"M0573_2556","","SPF","R"
"M0573_2557","","SPF","R"
"M0573_2566","","FF,RMF","R"
"M0574_2552","","","R"
"M0574_2553","","SPF","R"
"M0574_2557","","SPF","R"
"M0575_2552","","","R"
"M0575_2554","","FIF,SPF","R"
"M0575_2557","","FIF,SPF","H"
"M0575_2559","","SPF","R"
"M0575_2566","","","B"
"M0576_2557","","FIF,SPF","H"
"M0576_2560","RS4","","R"
"M0577_2553","","FIF","R"
"M0577_2554","","SPF","R"
"M0577_2555","","SPF","R"
"M0577_2560","RS4","","R"
"M0578_2553","","FIF","R"
"M0578_2555","","FIF,SPF","R"
"M0579_2552","","FED,SSF","R"
"M0579_2555","","FIF,SPF","R"
"M0579_2556","","CPF","R"
"M0579_2565","","","R"
"M0580_2556","","FIF,SPF","R"
"M0580_2565","","","R"
"M0580_2566","","FED,RMF","R"
"M0581_2557","","SPF","R"
"M0581_2562","","","R"
"M0582_2552","","FIF","R"
"M0582_2563","","","H"
"M0583_2552","","FIF","R"
"M0583_2553","","FIF","R"
"M0583_2562","","","R"
"M0584_2552","","FIF","R"
"M0584_2562","","","R"
"M0585_2552","","FIF","R"
"M0586_2559","","SPF","R"
"M0587_2552","","FIF,SPF","R"
"M0587_2558","","FIF,SPF","H"
"M0587_2559","","SPF","R"
"M0588_2560","","FED","R"
"M0589_2552","","FIF,SPF","R"
"M0589_2556","","CPF","R"
"M0590_2552","","FIF,SPF","R"
"M0592_2552","","FIF,SPF","R"
"M0592_2560","RS4","","R"
"M0593_2560","","","R"
"M0593_2562","","","R"
"M0593_2566","","","R"
"M0594_2562","","","R"
"M0595_2555","","CPF","R"
"M0595_2557","","FIF,SPF","H"
"M0596_2555","","SPF","R"
"M0596_2558","","FED","R"
"M0596_2562","","RMF","R"
"M0596_2566","","FF,RMF","R"
"M0597_2555","","SPF","R"
"M0597_2563","","","H"
"M0598_2552","","FIF,SPF","R"
"M0599_2555","","FIF,SPF","R"
"M0599_2566","","FED,RMF,SE","R"
"M0600_2557","","SPF","R"
"M0600_2559","","SPF","R"
"M0600_2563","","FED","X"
"M0601_2557","","SPF","R"
"M0601_2558","","FIF,SPF","H"
"M0601_2559","","SPF","R"
"M0601_2566","","","B"
"M0602_2550","","FIF,SPF","R"
"M0602_2557","","FIF,SPF","H"
"M0602_2560","RS81","","X"
"M0605_2550","","FIF,SPF","R"
"M0605_2551","","FIF,SPF","R"
"M0606_2560","RS4","","R"
"M0607_2556","","SPF","R"
"M0607_2560","RS4","","R"
"M0607_2562","","","R"
"M0608_2555","","CPF","R"
"M0608_2556","","CPF","R"
"M0608_2557","","FED,RMF","R"
"M0608_2563","","","R"
"M0609_2562","","","R"
"M0610_2563","","","R"
"M0611_2555","","SPF","R"
"M0611_2558","","FIF,SPF","H"
"M0611_2562","","","R"
"M0611_2565","","","B"
"M0612_2555","","SPF","R"
"M0613_2560","RS4","","R"
"M0614_2555","","FIF,SPF","R"
"M0614_2559","","SPF","R"
"M0615_2559","","SPF","R"
"M0615_2565","","","R"
"M0616_2553","","SPF","R"
"M0616_2556","","SPF","R"
"M0616_2562","","","R"
"M0617_2556","","SPF","R"
"M0617_2562","","","R"
"M0618_2556","","SPF","R"
"M0618_2563","","","H"
"M0618_2566","","","R"
"M0619_2556","","SPF","R"
"M0619_2560","RS4","","R"
"M0619_2566","","","B"
"M0620_2546","","","R"
"M0620_2559","","SPF","R"
"M0620_2565","","","B"
"M0621_2554","","FIF,SPF","R"
"M0621_2557","","FIF,SPF","H"
"M0621_2559","","SPF","R"
"M0622_2557","","FIF,SPF","H"
"M0622_2558","","FIF,SPF","H"
"M0622_2560","RS4","","R"
"M0623_2557","","SPF","R"
"M0624_2556","","FIF,SPF","R"
"M0624_2565","","","R"
"M0625_2556","","FIF,SPF","R"
"M0626_2556","","FIF,SPF","R"
"M0627_2556","","FIF,SPF","R"
"M0627_2557","","CPF,SPF","R"
"M0627_2562","","FED","H"
"M0628_2562","","","R"
"M0629_2554","","SPF","R"
"M0629_2562","","","R"
"M0631_2562","","FED","X"
"M0633_2556","","CPF","R"
"M0634_2558","","FIF,SPF","H"
"M0635_2560","RS4","","R"
"M0635_2562","","","R"
"M0635_2566","","","B"
"M0636_2562","","","R"
"M0638_2559","","SPF","R"
"M0638_2565","","","R"
"M0639_2558","","FED,SE","R"
"M0639_2559","","SPF","R"
"M0640_2552","","FIF","R"
"M0641_2546","","",""
"M0641_2552","","FIF","R"
"M0641_2556","","FIF,SPF","H"
"M0641_2560","RS4","","R"
"M0641_2565","","","B"
"M0642_2553","","FIF","R"
"M0643_2558","","FIF,SPF","R"
"M0643_2560","RS4","","R"
"M0644_2560","RS4","","R"
"M0645_2557","","SPF","R"
"M0645_2560","","","R"
"M0646_2552","","FIF","R"
"M0646_2557","","FIF,SPF","H"
"M0646_2560","RS4","","R"
"M0647_2553","","SPF","R"
"M0647_2557","","FIF,SPF","H"
"M0647_2559","","SPF","R"
"M0647_2562","","","R"
"M0648_2559","","SPF","R"
"M0648_2562","","","R"
"M0651_2558","","FIF,SPF","H"
"M0652_2555","","CPF","R"
"M0652_2566","","","B"
"M0653_2555","","SPF","R"
"M0653_2556","","CPF","R"
"M0653_2560","RS4","","R"
"M0654_2546","","",""
"M0654_2554","","SPF","R"
"M0654_2555","","SPF","R"
"M0655_2554","","FIF,SPF","R"
"M0655_2555","","FIF,SPF","R"
"M0657_2553","","FIF,SPF","R"
"M0657_2560","RS4","","R"
"M0659_2553","","FED","R"
"M0659_2562","","","R"
"M0660_2556","","SPF","R"
"M0660_2559","","SPF","R"
"M0660_2562","","","R"
"M0661_2553","","SPF","R"
"M0661_2557","","SPF","R"
"M0661_2559","","SPF","R"
"M0662_2555","","CPF","R"
"M0662_2557","","FIF,SPF","H"
"M0663_2555","","SPF","R"
"M0664_2557","","","R"
"M0665_2553","","FIF,SPF","R"
"M0665_2555","","SPF","R"
"M0665_2565","","","R"
"M0666_2552","","SPF","R"
"M0666_2558","","FIF,SPF","H"
"M0667_2552","","FIF","R"
"M0668_2552","","FIF","R"
"M0668_2558","","FED,IND","R"
"M0671_2552","","SPF","R"
"M0671_2559","","SPF","R"
"M0671_2562","","","R"
"M0672_2552","","FIF","R"
"M0672_2559","","SPF","R"
"M0672_2560","RS4","","R"
"M0673_2554","","CPF,FIF","R"
"M0673_2558","","FIF,SPF","R"
"M0673_2560","RS4","","R"
"M0674_2554","","SPF","R"
"M0674_2560","RS4","","R"
"M0675_2560","RS4","","R"
"M0675_2566","","","B"
"M0676_2553","","","R"
"M0676_2554","","CPF","R"
"M0676_2555","","CPF","R"
"M0676_2556","","CPF","R"
"M0677_2565","","","B"
"M0678_2555","","SPF","R"
"M0679_2553","","","R"
"M0679_2555","","SPF","R"
"M0679_2556","","SPF","R"
"M0679_2557","","FED,RMF","R"
"M0679_2559","","SPF","R"
"M0680_2555","","SPF","R"
"M0680_2556","","FIF,SPF","R"
"M0680_2559","","SPF","R"
"M0681_2557","","SPF","R"
"M0682_2553","","FIF,SPF","R"
"M0682_2557","","SPF","R"
"M0683_2557","","FIF,SPF","H"
"M0684_2556","","FIF,SPF","H"
"M0684_2562","","","R"
"M0685_2556","","FIF,SPF","H"
"M0685_2562","","","R"
"M0685_2566","","","R"
"M0686_2558","","FIF,SPF","H"
"M0687_2565","","","R"
"M0688_2562","","FED","R"
"M0689_2553","","SPF","R"
"M0689_2554","","SPF","R"
"M0691_2558","","FIF,SPF","R"
"M0692_2554","","FIF,SPF","R"
"M0693_2551","","SPF","R"
"M0693_2562","","","R"
"M0694_2562","","","R"
"M0695_2551","","SPF","R"
"M0695_2554","","CPF","R"
"M0695_2556","","FIF,SPF","N"
"M0695_2558","","FIF,SPF","H"
"M0695_2559","","SPF","R"
"M0696_2552","","FIF,SPF","R"
"M0696_2559","","SPF","R"
"M0697_2556","","CPF","R"
"M0699_2553","","FIF","R"
"M0699_2555","","CPF","R"
"M0699_2556","","FIF,SPF","H"
"M0700_2553","","","R"
"M0700_2555","","SPF","R"
"M0701_2554","","FIF,SNF,SPF","R"
"M0701_2555","","FIF,SPF","R"
"M0702_2552","","FIF","R"
"M0703_2552","","FIF","R"
"M0703_2559","","SPF","R"
"M0704_2557","","FIF,SPF","H"
"M0704_2559","","SPF","R"
"M0705_2548","","MM","R"
"M0705_2557","","FIF,SPF","H"
"M0706_2562","","","R"
"M0706_2565","","","B"
"M0707_2554","","FIF,SPF","R"
"M0707_2557","","SPF","R"
"M0707_2562","","","R"
"M0707_2566","","","R"
"M0709_2556","","FIF","R"
"M0710_2553","","FIF,SPF","R"
"M0710_2555","","SPF","R"
"M0710_2558","","FIF,SPF","H"
"M0711_2553","","SPF","R"
"M0711_2556","","CPF","R"
"M0712_2556","","FIF,SPF","R"
"M0713_2554","","CPF","R"
"M0714_2552","","FED,RMF","R"
"M0715_2566","","","R"
"M0718_2565","","","B"
"M0720_2554","","FIF,SPF","R"
